word,translation
Non sia così drammatico.,Don't be so dramatic.
Metà delle studentesse sono assenti.,Half of the students are absent.
Morte al re!,Death to the king!
Sono un DJ.,I'm a DJ.
Di' loro che richiamerò.,Tell them I'll call back.
Ci sono molte grandi città in questo paese.,There are many big cities in this country.
Tom ne è consapevole.,Tom is aware of that.
Si tagliarono i polsi.,They slit their wrists.
Abbiamo tre obiettivi.,We have three objectives.
Avanti! Può farcela!,Come on! You can do it!
"Tom non lo fa, vero?","Tom doesn't do that, does he?"
Dicono che saranno impegnate stanotte.,They say they'll be busy tonight.
Avete già firmato il contratto?,Have you signed the contract already?
Avete ricevuto dei regali di Natale?,Did you get any Christmas presents?
Lui mi ha dato diversi libri.,He gave me several books.
Non sono sicura che Tom l'abbia fatto.,I'm not sure Tom did that.
Tom baciò Mary.,Tom kissed Mary.
Nessuno ha mai visto una cosa del genere.,No one ever saw such a thing.
Vuole restare con lui.,She wants to stay with him.
Io e te siamo buoni amici.,You and I are good friends.
Pensavo fosse qui.,I thought you'd be here.
"Tom è imperturbabile, vero?","Tom is unemotional, isn't he?"
Siamo a scuola di legge.,We’re at law school.
Non vedo problemi con questo.,I see no problem with this.
Tom voleva ancora suonare.,Tom still wanted to play.
I turisti vagavano intorno ai negozi.,The tourists wandered around the stores.
Va bene chiedere aiuto.,It's OK to ask for help.
Vorrei una tazza di tè.,I'd like a cup of tea.
Hai ordinato del caffè?,Did you order coffee?
"È troppo ubriaco per guidare, vero?","He's too drunk to drive, isn't he?"
Cos'è successo alla chiesa?,What happened to the church?
"Sì, io sono interessata.","Yeah, I'm interested."
La casa è assicurata contro gli incendi.,The house is insured against fire.
Ci ha detto che lo poteva fare.,She told us she could do that.
Perché Tom non era d'accordo con voi?,Why didn't Tom agree with you?
Prendete i vostri biglietti oggi.,Get your tickets today.
Questo è un prototipo.,This is a prototype.
Ci siamo conosciuti all'aeroporto.,We met each other at the airport.
Perché stai parlando con noi?,Why are you talking to us?
Ne ho registrata una.,I recorded one.
Ci siamo state sopra già tre volte.,We've been over it three times already.
Ken lo chiederà a Tom.,Ken will ask Tom.
Ho trovato la stanza vuota.,I found the room empty.
Inserire le informazioni nel computer.,Enter the information into the computer.
Non ascolta mai?,Don't you ever listen?
Io non riesco a studiare qua.,I can't study here.
C'era qualche bambino nella stanza.,There were a few children in the room.
Dice che lo fa molto.,She says that she does that a lot.
Incolpa sempre se stessa.,She's always blaming herself.
Tom ha avuto una possibilità?,Did Tom get a chance?
Seguite quella macchina.,Follow that car.
Loro non erano impressionati.,They were not impressed.
Sei chiaramente scosso.,You're clearly rattled.
Devo parlare con Tom in questo momento.,I need to speak with Tom right now.
Io sto camminando al suo fianco.,I'm walking beside her.
Chi lo comprerebbe?,Who would buy it?
Sareste stupidi a fidarvi di loro.,You'd be stupid to trust them.
Io odio la domenica.,I hate Sundays.
C'è una mappa sul tavolo.,There is a map on the table.
Tu mi hai tradita.,You've betrayed me.
Pensava che potrebbe farlo.,She thought she might do that.
Amo la cultura berbera.,I love Berber culture.
A me piace dipingere.,I like painting.
La polizia ha verificato l'alibi di Tom.,The police have verified Tom's alibi.
L'estate è arrivata.,Summer has come.
I sogni di Tom si sono avverati.,Tom's dreams came true.
Hai qualche piano per il fine settimana?,Do you have any plans for the weekend?
La ragazza sta annusando i fiori.,The girl is smelling the flowers.
La sua morte ci sorprese tutte.,His death surprised us all.
Ivan fece cadere il libro.,Ivan dropped the book.
Sei certo della tua decisione?,Are you certain about your decision?
È arrogante nei nostri confronti.,He is arrogant toward us.
Tom aiutò sua madre a pulire la casa.,Tom helped his mother clean the house.
Amiamo il nostro impiego.,We love our job.
Mary disse che era veramente spaventata.,Mary said that she was really scared.
Tutti i personaggi di questo libro sono immaginari.,All the characters in this book are imaginary.
Presto non avremo più petrolio.,We will soon have no more petrol.
Noi partiremo presto domattina.,We are leaving early tomorrow morning.
Tom diede a Mary una tazza di caffè.,Tom gave Mary a cup of coffee.
Ho chiesto ad Anna se fosse una studentessa.,I asked Ann if she were a student.
So cosa sto dicendo.,I know what I'm saying.
Perché non ci avete invitate?,Why didn't you invite us?
Anche voi cucinate?,You cook too?
Ti lascerò parlare con Tom.,I'll let you talk to Tom.
Puoi bere quello che vuoi.,You can drink whatever you want.
Si può giocare ora e studiare dopo?,Can we play now and study afterward?
Inizia il test.,Begin the test.
Mangi quanto vuole.,Eat as much as you like.
Ci siamo capite?,Have we understood each other?
Non sono intelligenti come sembrano.,They're not as smart as they look.
Lui non sa ancora la vrità.,He doesn't yet know the truth.
Tom non ci ha ingannati.,Tom didn't fool us.
Tom e Mary lavorano in Australia.,Tom and Mary work in Australia.
Volevo essere con Tom.,I wanted to be with Tom.
Perché lo amavate?,Why did you love him?
Dov'è nato Woody Allen?,Where was Woody Allen born?
Lei arrivava spesso in ritardo a scuola.,She would often come late for school.
Vorrei vederlo vincere.,I'd like to see him win.
Abbiamo tre punti in più della loro squadra.,We are three points ahead of their team.
Questo è vero argento?,Is this real silver?
Mary ha messo la chiave nella sua tasca.,Mary put the key in her pocket.
Non guidò durante la notte.,She didn't drive during the night.
Non vi siamo mai piaciute.,You never liked us.
Lei ha chiamato?,Did you call?
Lui lo sapeva fin dall'inizio.,He knew it from the start.
È una cuoca migliore di sua madre.,She is a better cook than her mother.
"Mary andrà a casa a piedi, vero?","Mary is going to walk home, isn't she?"
Tom mi ha chiesto di trovare Mary.,Tom asked me to find Mary.
Non riesco a capire la sua organizzazione.,I can't understand your organization.
Li lascio dormire fino a mezzogiorno.,I let them sleep until noon.
Non ci permetterebbe di aiutarla.,She wouldn't allow us to help her.
Scoprite di più su di Tom.,Find out more about Tom.
Siamo tutti felici adesso?,Are we all happy now?
Tom fece la sua parte.,Tom did his part.
Cosa ti ha mostrato Tom?,What did Tom show you?
Non è ancora chiara la causa dell'incidente.,It is still unclear what caused the accident.
Voi avete fatto quello.,You did that.
Odio le fabbriche.,I hate factories.
Nessuno di noi vuole sposarsi.,Neither of us wants to get married.
Penso che Tom stia facendo progressi.,I think Tom is progressing.
Lui è abbastanza grande per essere suo padre.,He's old enough to be her father.
"Voi giocate a calcio, vero?","You play soccer, don't you?"
Mary disse che l'avrebbe chiamato.,Mary said she'd call you.
Algeri è una città popolare.,Algiers is a popular city.
Di cosa vi ha parlato Tom?,What did Tom talk to you about?
Devono aggiornare il loro sito web.,They need to update their website.
Questo è il mio primo giorno.,This is my first day.
Questo cibo è scaduto.,This food is expired.
Tom ha due impieghi.,Tom has two jobs.
Non eravamo sempre ottimisti.,We weren't always optimistic.
Tom si rovesciò del vino sulla camicia.,Tom spilled wine on his shirt.
"OK, è abbastanza per oggi.","OK, that's enough for today."
Io non sono una nerd!,I'm not a nerd!
Lui è un abitante di Hong Kong.,He is a Hongkonger.
Di solito mi alzo alle otto.,I usually get up at eight.
Dovreste imparare a suonare uno strumento.,You should learn to play an instrument.
Non li interrompere.,Don't interrupt them.
Tom è occupato a pulire il garage.,Tom is busy cleaning out the garage.
Non sa molto del Giappone.,He doesn't know a lot about Japan.
Ho un vago ricordo di quella riunione.,I have a vague memory of that meeting.
Sta nevicando qua.,It's snowing here.
Sono quella da incolpare.,I'm the one to blame.
"È stato fantastico, cazzo!",That was fucking amazing!
L'ispettore ha le prove del crimine.,The detective has evidence of the crime.
Lui è l'Edison del Giappone.,He is the Edison of Japan.
Trovai il tuo libro.,I found your book.
Tom è sul sedile del guidatore.,Tom is in the driver's seat.
Posso comprare quel libro per lei.,I can buy that book for you.
È il suo fidanzato.,That's her boyfriend.
Accenderò una candela.,I'll light a candle.
Andiamo alla biblioteca islamica.,Let's go to the Islamic library.
Lei come ha dormito?,How did you sleep?
Non la vedrà più.,You won't see her anymore.
Tom girò la pagina rapidamente.,Tom turned the page quickly.
Tom fu rapinato.,Tom got robbed.
Perché vive qua?,Why do you live here?
Hai superato il tuo esame?,Did you pass your exam?
Io odio le persone sprezzanti.,I hate dismissive people.
Il dolore si fermò?,Did the pain stop?
Yanni mi ha introdotta all'Islam.,Yanni introduced me to Islam.
Siamo utenti di Internet.,We are internet users.
Io trovo che questo vino sia buono.,I think this wine is good.
Oslvaldo ha un criceto nero.,Oswald has a black hamster.
Lo trovi e basta.,Just find him.
Andate in chiesa domani?,Are you going to church tomorrow?
Tom le sembra nervoso?,Does Tom look nervous to you?
La lingua tatara non è su Google Translate.,The Tatar language isn't on Google Translate.
Voi dovete fare pratica.,You're supposed to be practicing.
Non sei cambiato per niente.,You haven't changed at all.
Non ero informato.,I wasn't informed.
Tenete in mente questa lezione.,Keep this lesson in mind.
Tom ha comprato una macchina fotografica molto costosa.,Tom bought a very expensive camera.
Questo tizio è un artista!,This fellow is an artist!
Tom vi lascerà vincere.,Tom will let you win.
Perché stai studiando l'inglese?,Why are you studying English?
"Per favore, scopri dove si trova.",Please find out where he is.
"Lo mandi dentro, per piacere.","Send him in, please."
A me dispiace davvero di farti aspettare.,I'm really sorry to make you wait.
Perché sta camminando così?,Why are you walking like that?
Presumo che lei sappia parlare il francese.,I assume you can speak French.
"Andrà alla scuola di legge, vero?","He's going to law school, isn't he?"
Ci sono cinque pazienti in sala d'attesa.,There are five patients in the waiting room.
Hanno detto che erano tentati di farlo.,They said they were tempted to do that.
È in Spagna o in Francia?,Is that in Spain or France?
Cos'è successo al naso della Sfinge?,What happened to the Sphinx's nose?
Stella è una donna ideale.,Stella is an ideal woman.
Mary è una fata.,Mary is a fairy.
So che Tom è un po' paranoico.,I know Tom is a little paranoid.
Dice di non essere preoccupata.,She says she's not worried.
È venuto di sotto.,He came downstairs.
Potete uscire adesso.,You can come out now.
Tom fece solo qualche errore.,Tom only made a few mistakes.
Ha lavato la macchina.,She washed the car.
Nessun dottore riesce a spiegarlo.,No doctor can explain that.
Non vado più in moto.,I don't ride my motorcycle anymore.
È bello e intelligente.,He's smart and beautiful.
"Voi avete lavorato per noi, vero?","You worked for us, didn't you?"
Si è rifiutata di aiutarlo.,She refused to help him.
Ho visto Tom danzare molte volte.,I've seen Tom dance many times.
Tom e Mary sono in Australia ora.,Tom and Mary are in Australia now.
Tu non puoi licenziare Tom.,You can't fire Tom.
Finse di avere un'arma.,She pretended she had a weapon.
A me piacciono sempre vino e formaggio.,I always like wine and cheese.
"Disse: ""Sono le nove.""","He said, ""It's nine o'clock."""
Preferiscono le mele verdi.,They prefer green apples.
Non sono ammessi cani o alcolici.,No dogs or alcohol allowed.
Il suo spirito solleva chi le sta intorno.,Her spirit lifts those around her.
Tom non indossa un cappello ogni giorno.,Tom doesn't wear a hat every day.
Ziri è un amministratore delegato.,Ziri is a CEO.
Sento di essere libero.,I feel that I am free.
Tom era sorpreso dal commento di Mary.,Tom was surprised by Mary's comment.
Quei tipi sono amici vostri?,Are those guys your friends?
Tu che cosa ne pensi del libro?,What do you think about the book?
"Beh, cosa vuole?","Well, what do you want?"
"Avrei potuto uccidervi, però non l'ho fatto.","I could have killed you, but I didn't."
Le macchie di sangue di solito non scompaiono.,Blood stains don't usually disappear.
Noi stiamo andando a Boston.,We're going to Boston.
Questa giovane donna è una senzatetto.,This young woman is homeless.
Ho scordato il vostro numero di telefono.,I forgot your phone number.
Le portai un regalino.,I brought you a little gift.
Tom ha un appartamento grande.,Tom has a big apartment.
Ha bisogno di istruzioni?,Do you need instructions?
Ti spiace tagliare a pezzi la bistecca?,Do you mind cutting up the steak?
Quanto bene sai danzare?,How well can you dance?
A me serve della tinta.,I need paint.
Posso insegnarvi a cacciare.,I can teach you how to hunt.
Non ho intenzione di farlo.,I have no intention of doing that.
Come vuoi festeggiare il tuo compleanno?,How do you want to celebrate your birthday?
Speriamo di aver fatto la cosa giusta.,Let's hope we did the right thing.
Tom non comprerà del pane.,Tom won't buy bread.
Perché Tom ha bisogno di voi?,Why does Tom need you?
Accesi le candele.,I lit the candles.
A Tom non piace giocare a poker.,Tom doesn't like to play poker.
Questo smartphone usa un processore ARM.,This smartphone uses an ARM processor.
Tom ha comprato una macchina fotografica per Mary.,Tom bought a camera for Mary.
La fece come gli era stato detto.,He did it as he had been told.
Tom abita a Detroit.,Tom lives in Detroit.
Dov'è la ragazza?,Where is the girl?
Perché alcuni cani mordono i loro proprietari?,Why do some dogs bite their owners?
Non ci conosci neanche.,You don't even know us.
Amo il cavolo!,I love cabbage!
Saresti interessato a lavorare per me?,Would you be interested in working for me?
Il camion era bloccato nella sabbia.,The lorry was stuck in sand.
A Mary mancava l'esperienza politica.,Many lacked political experience.
È improbabile che Tom vincerà.,It's unlikely Tom will win.
Tom è sposato e vive a Boston.,Tom is married and lives in Boston.
Tom è già andato a scuola.,Tom has already left for school.
Questa biro è di Tom?,Is this pen Tom's?
È pronta per cominciare?,Are you ready to begin?
Questi sono i miei nonni.,These are my grandparents.
A te piace viaggiare da sola?,Do you like to travel by yourself?
Come ha risposto?,How did he respond?
Fate ciò che è giusto.,Do that which is right.
"Dov'è il tasto ""qualunque""?","Where's the ""any"" key?"
Hai già ordinato la tua?,Did you order yours yet?
Il riso è già bruciato.,The rice is already burnt.
Non conosco nessuno a Boston.,I don't know anybody in Boston.
"Tom è veramente preoccupato, vero?","Tom is really worried, isn't he?"
Mary dice che è il suo film preferito.,Mary says that's her favorite movie.
Ho saltato la cena.,I skipped dinner.
Vedo due case bianche.,I see two white houses.
Ero felice di superare l'esame.,I was happy to pass the exam.
Perché sei così tremendo?,Why are you so awful?
Perse il suo amico.,He lost his phone.
Lesse un articolo.,She read an article.
È il più grande uomo del mondo.,He is the greatest man in the world.
Sembrava non essere occupato.,He looked like he wasn't busy.
Le mie speranze si ravvivarono.,My hopes revived.
Ciò che ha detto riguardo all'Inghilterra è vero.,What he said about England is true.
Mary vuole fare tutto lei stessa.,Mary wants to do everything herself.
Riuscite a ottenere questo libro raro per me?,Can you obtain this rare book for me?
Sarò il suo chaperon.,I'll be your chaperone.
Questo gioco è molto divertente.,This game is a lot of fun.
Il figlio del re venne rapito.,The king's son was kidnapped.
Perché avete fritto solamente un uovo?,Why did you fry only one egg?
Finalmente sono a casa!,I'm finally home!
È oltre il limite legale.,You're over the legal limit.
Me lo invii.,Send it to me.
Persino Tom mentì.,Even Tom lied.
Tom sta rispondendo bene alla nuova cura.,Tom is responding well to the new treatment.
"Mary è un'avvocatessa, vero?","Mary is a lawyer, isn't she?"
Questo libro è per te.,This book is for you.
Non poteva finire il suo pranzo.,He couldn't finish his lunch.
Perché sembri così preoccupato?,Why are you looking so worried?
Tom ha trovato qualcosa di valore.,Tom has found something valuable.
Io uso questo computer.,I use this computer.
"Per piacere, entri nel mio ufficio.",Please enter my office.
Lei si fece forare l'ombelico.,She got her navel pierced.
Ci sono sempre delle sfide.,There are always challenges.
Quale borsa di plastica è tua?,Which plastic bag is yours?
Io sono stanca di mangiare al ristorante.,I'm fed up with eating in restaurants.
Non abbiamo mai avuto l'occasione.,We never got the chance.
La mia amica è polacca.,My friend is Polish.
Tom sta preparando i bagagli.,Tom is packing.
Lui non risparmiò fatica ad aiutarmi.,He spared no pains to help me.
A Tom piace a Boston.,Tom likes it in Boston.
Le hanno chiesto di farlo?,Did they ask you to do that?
Io ho imparato dai migliori.,I've learned from the best.
Fanno sempre del loro meglio.,They always try their best.
Non ci sono corde in questa chitarra.,There are no strings on this guitar.
Io vi potrei uccidere.,I could kill you.
Dico tutto a loro.,I tell them everything.
Il telefono suonò diverse volte.,The telephone rang several times.
Ho una casa rossa.,I have a red house.
Io accolgo la morte.,I welcome death.
"Per piacere, aprila.",Please open it.
Perché tu e Tom non cantate assieme?,Why don't you and Tom sing together?
Cominciò a parlare dell'Islam.,He started talking about Islam.
Tom non parlerà con loro.,Tom won't speak to them.
Posso farle una foto?,May I take a picture of you?
Ora è quello che chiamo perseveranza.,Now that's what I call perseverance.
Tom è ultimo.,Tom is last.
Come hai conosciuto Mary?,How did you get to know Mary?
È una cosa culturale.,It's a cultural thing.
Ha guardato ancora il suo orologio.,He looked at his watch again.
La mela era saporita.,The apple was tasty.
Tu sei davvero il fratello di Tom?,Are you really Tom's brother?
Che ne pensi del nuovo professore?,What do you think of the new teacher?
Non scherzare col fuoco.,Don't play with fire.
Vai in palestra oggi?,Are you going to the gym today?
Mi è piaciuto molto il concerto.,I enjoyed the concert a lot.
Loro non hanno il senso del peccato.,They have no sense of sin.
Nessuno risposte al telefono.,Nobody answered the telephone.
Pensa di avere l'influenza.,She thinks she has the flu.
Sami stava massaggiando Layla.,Sami was massaging Layla.
Rimarrà a casa?,Will you stay at home?
Tom e Mary sono arrivati in contemporanea.,Tom and Mary arrived at the same time.
Io sono un po' geloso.,I'm a little jealous.
Attraversiamo quel ponte quando ci arriviamo.,Let's cross that bridge when we get there.
Ho bisogno di affetto.,I'm in need of affection.
Sai che non ti mentirò.,You know I won't lie to you.
Mi servono informazioni su di lui.,I need information about him.
È una situazione triste.,It's a sad situation.
Tom vuole scappare.,Tom wants to escape.
Dica loro di iniziare.,Tell them to start.
Sono colui che l'ha ucciso.,I'm the one who killed him.
Mary mi disse che non vedeva Tom.,Mary told me she didn't see Tom.
Tutti si sono precipitati verso di lui.,Everybody rushed towards him.
Ziri è un uomo molto coraggioso.,Ziri is a very courageous man.
Io non odio niente.,I don't hate anything.
Tom è in Australia.,Tom is in Australia.
Qui c'è un ristorante di pesce?,Is there a fish restaurant here?
Io sono stanca di ascoltare Tom.,I am tired of listening to Tom.
Disse che le piaceva la neve.,She said she liked snow.
Tom sembrava distratto.,Tom seemed distracted.
Lei va in palestra oggi?,Are you going to the gym today?
Ziri sta dando un regalo a Rima.,Ziri is giving Rima a gift.
Ho litigato con mia moglie.,I argued with my wife.
Siamo abituati al freddo.,We're used to the cold.
A me piace il liquore al caffè.,I like coffee liqueur.
Portatemi un pezzo di gesso.,Bring me a piece of chalk.
Non sembra molto occupato.,You don't seem very busy.
Tom ha una società a Boston.,Tom runs a company in Boston.
Che cosa dovete leggere?,What do you have to read?
È pieno di ambizione.,He is full of ambition.
Datemi le mie scarpe.,Give me my shoes.
Ha detto che era libero.,He said that he was free.
Non sono razzista.,I'm not racist.
Ve l'ho appena detto. Siete sordi?,I just told you. Are you deaf?
"Oh, mi spiace.","Oh, I'm sorry."
Mi piace la carne di pollame.,I like poultry meat.
Perché vuoi vedere Tom?,Why do you want to see Tom?
Tom comprò delle mele.,Tom bought some apples.
"Lui lo fece, non lei.","He did that, not her."
L'albero cadde durante il tifone.,The tree fell over in the typhoon.
Tom passò una bottiglia a Mary.,Tom handed Mary a bottle.
Io farò del mio meglio per superare l'esame.,I'll do my best to pass the examination.
Sei venuta da sola oggi?,You came alone today?
Vuole che lo porti a casa sua.,He wants me to take his place.
Vorreste un'altra birra?,Would you like to have another beer?
A Mary è piaciuto davvero il suo pasto.,Mary really enjoyed her meal.
Tom di solito mangia il pranzo da solo.,Tom usually eats lunch alone.
Preferiresti giocare a tennis o a badminton?,Would you rather play tennis or badminton?
Io ho pagato da bere.,I paid for the drinks.
Mi affacciai alla finestra.,I looked out of the window.
Le sta bene il rosso.,Red suits you.
Aladino trovò una lampada magica.,Aladdin found a magic lamp.
La raccomando fortemente.,I recommend it strongly.
"Per favore, non interrompermi mentre sto parlando.",Please don't interrupt me when I am speaking.
Avete comprato le cipolle?,Did you buy onions?
Mi permetta di presentarla al signor White.,Allow me to introduce you to Mr White.
Non sono andato all'università.,I didn't go to college.
Disse che lasciò le sue chiavi a casa.,She said she left her keys at home.
Perché stai andando a Boston?,Why are you going to Boston?
Ho bisogno di quelle informazioni il prima possibile.,I need that information as soon as possible.
Non voglio mangiare in questo momento.,I don't want to eat right now.
L'uomo è morto di cancro.,The man died of cancer.
Celebrare le nostre differenze rafforza i legami comunitari.,Celebrating our differences strengthens community bonds.
Noi balliamo insieme.,We dance together.
Io sono un intermediario che introduce gli affari.,I am an intermediary who introduces business.
La morte di Tom è stata un incidente.,Tom's death was an accident.
A me piace la carne di gallo.,I like rooster meat.
"È vostra zia, vero?","She's your aunt, isn't she?"
Questi vestiti ti stanno bene.,These clothes suit you.
La stanza era tutta in disordine.,The room was all messed up.
Ti offro un'ultima opportunità.,I offer you one last opportunity.
Questa non è una pipa.,This is not a pipe.
Abbiamo qualche grande notizia!,We have some great news!
Lui ha confrontato l'imitazione con l'originale.,He compared the imitation with the original.
Puoi aprire la finestra?,Can you open the window?
"Sì, un po'.","Yes, a little."
Io sono molto sbadato.,I'm very absent-minded.
È un mercato molto competitivo.,It's a very competitive market.
Sembravano tutti soddisfattti dalle sue risposte.,They all appeared satisfied with your answers.
Non ti rende nervoso?,Doesn't it make you nervous?
Tom chiamò dall'Australia.,Tom called from Australia.
Pensa di essere un buon autista.,He thinks he's a good driver.
Legga un libro.,Read a book.
Non le posso promettere niente.,I can't promise you anything.
Abbiamo visitato il museo la scorsa settimana.,We visited the museum last week.
Non sto facendo del male ai vostri animali.,I'm not hurting your animals.
Non sappiamo il perché.,We don't know why.
Non lo faccia! È stupido e pericoloso.,Don't do it! It's stupid and dangerous.
Ha potere su di me.,He has power over me.
Non ho alcuna scusa.,I have no excuse.
Ziri andò a scuola.,Ziri went to school.
Lavoro allo zoo.,I work at the zoo.
Aggiunga dell'olio d'oliva.,Add olive oil.
Voi siete ancora occupati?,Are you still busy?
Noi ci siamo sempre divertiti.,We always had fun.
L'unica carne che mangio è il pollo.,The only meat I eat is chicken.
Vi suggerisco di andare in treno.,I suggest you go by train.
Il freddo vento del nord stava soffiando fuori.,The cold north wind was roaring outside.
Penso che sia un buon uomo.,I think he is a good man.
Mary ha tirato fuori la lingua.,Mary stuck her tongue out.
Ci fa arrabbiare.,You anger us.
Il parlante si è schiarito la gola.,The speaker cleared his throat.
È una cittadina dell'Ucraina.,She's a citizen of Ukraine.
Lasciami parlare con il prigioniero.,Let me talk with the prisoner.
Gli piacciono le giraffe.,He likes giraffes.
Chi è il fortunato?,Who's the lucky one?
Lei è favorevole o contraria al mio piano?,Are you for or against my plan?
Sono convinta che andrà tutto bene.,I believe that everything will be fine.
Dovrebbe chiedere un rimborso.,You should ask for a refund.
Sapeva che stava facendo.,She knew what she was doing.
So chi ha fatto questo.,I know who did this.
Ha detto che era assonnata.,She said that she was sleepy.
Non condividerò i miei sentimenti con nessun altro.,I won't share my feelings with anyone else.
La situazione sembrava richiedere un intervento immediato.,The situation seemed to call for immediate action.
Gli ho disubbidito.,I've disobeyed him.
Perché ha suonato il clacson contro di me?,Why did you honk at me?
Siete sempre piaciuti a Tom.,Tom always liked you.
Vi siete mai rotte una gamba?,Have you ever broken a leg?
Bevo vino ogni giorno.,I drink wine every day.
Non ho tempo per Lei.,I don't have time for you.
Persi di vista i miei amici.,I lost sight of my friends.
Provò a calmare l'uomo arrabbiato.,He tried to soothe the angry man.
Un gruppo di gangster ha rubato dei soldi.,A group of gangsters stole money.
Non voglio che vengano.,I don't want them to come.
Io non ti ho mai sentito parlare così.,I've never heard you talk like that.
Non sono coraggiosa quanto Tom.,I'm not as brave as Tom.
Ha detto che non conosceva questo.,He said he didn't know this.
Che piatti ti piace mangiare?,What dishes do you like to eat?
Perché Tom si è fermato?,Why did Tom stop?
Voglio andare a tuffarmi nel fiume.,I want to dive into the river.
Tom bevete dal mio bicchiere.,Tom drank out of my glass.
C'erano molto problemi che dovevamo risolvere.,There were many problems we had to solve.
Ne ho rotto uno.,I broke one.
Tom probabilmente non mi perdonerà mai.,Tom will probably never forgive me.
Io non devo niente a nessuno.,I don't owe anyone anything.
Era più piccola di quanto avevo immaginato.,It was smaller than I had imagined.
Vorrei vedere mio figlio.,I'd like to see my son.
Io conosco quel tedesco con la barba lunga.,I know that German with a long beard.
Non rispondete al telefono.,Don't answer the phone.
Datemene uno buono.,Give me a good one.
Lei è così razzista.,She's so racist.
Sarebbe dovuto venire alla festa.,You should've come to the party.
Abbiamo poche opportunità per utilizzare l'inglese.,We have little opportunity to use English.
Spero di cantare meglio la prossima volta.,I hope I sing better next time.
Sto facendo questo il più veloce che riesco.,I'm doing this as fast as I can.
Valorizza grandemente la sua famiglia.,She values her family greatly.
Io sono brava a ballare.,I'm good at dancing.
Perché l'ha infastidita?,Why did that bother you?
Vive vicino ad una biblioteca.,He lives near a library.
"Se voi non lo sapete, chi lo sa?","If you don't know, who does?"
Rispetto la sua decisione.,I respect his decision.
Questo è un meme.,This is a meme.
Dille che sono qui.,Tell her that I'm here.
Tom sapeva che Mary stava morendo.,Tom knew Mary was dying.
Tom perse la sua compostezza.,Tom lost his composure.
Non lo trovo confortante.,I don't find that comforting.
Perché ha bisogno di quelle informazioni?,Why do you need that information?
Non ti piace neanche il pesce.,You don't even like fish.
A Sami piaceva la canzone di Layla.,Sami liked Layla's song.
Non giocare col fuoco!,Don't play with fire.
Perché sei vestito come un anziano?,Why are you dressed like an old man?
Noi non abbiamo tempo di farlo ora.,We don't have time to do that now.
Lei si vergogna del suo corpo.,She's ashamed of her body.
La maestra ha dato un premio a John.,The teacher gave John a prize.
A me piacerebbe essere Picasso.,I would like to be Picasso.
Tom ha provato a risolvere il problema.,Tom tried to solve the problem.
Perché non esce a giocare?,Why don't you go outside and play?
Hai letto un libro interessante?,Have you read an interesting book?
Grazie per essere stato con lui.,Thanks for staying with him.
Non sapevo che Fadil parlasse arabo.,I didn't know Fadil spoke Arabic.
Tieni un diario?,Do you keep a diary?
Io da dove comincio?,Where do I start?
Comprai dei regali ai miei nipoti.,I bought my grandchildren presents.
Penso che Tom sia sfortunato.,I think Tom is unlucky.
Gli amici si salutarono al cancello.,Friends greeted each other at the gate.
Non capisco cosa stanno dicendo.,I don't understand what they're saying.
Mary mangia solamente quello che vuole mangiare.,Mary eats only what she wants to eat.
Poche persone capiscono il vero significato della vita.,Few people understand the real meaning of life.
"Mary è impegnata, vero?","Mary is busy, isn't she?"
Condivida con Tom.,Share with Tom.
Rima e Skura hanno bisogno di sesso.,Rima and Skura need sex.
Tom non ha ancora baciato Mary.,Tom hasn't kissed Mary yet.
Non tocchi quelli.,Don't touch those.
Adesso sta a voi il servizio.,Now it's your serve.
Ignora i miei problemi.,He ignores my problems.
Non è quello che penso.,That's not what I think.
Perché eri con lui?,Why were you with him?
"Starà bene, vero?","He'll be all right, won't he?"
John incontrò Mary mentre andava a scuola.,John met Mary on his way to school.
Tom pensava che fossi a Boston.,Tom thought you were in Boston.
Mise bruscamente giù il coltello.,He abruptly put down the knife.
Lo feci perché Tom mi disse di farlo.,I did that because Tom told me to.
Tom mangiò il mio dessert.,Tom ate my dessert.
Tom suona la chitarra piuttosto bene.,Tom plays the guitar pretty well.
È mio fratello Tom.,That's my brother Tom.
È ancora nel suo appartamento.,He's still in his apartment.
Mary ha aperto la bocca per interrompere.,Mary opened her mouth to interrupt.
Lui ha risposto in maniera errata.,He answered incorrectly.
Stanno facendo una passeggiata.,They are taking a walk.
Voi siete ancora arrabbiati con Tom?,Are you still angry with Tom?
Ammise che era curioso.,He admitted he was curious.
Io sono ancora molto stanco.,I'm still very tired.
Mi mostri il suo lavoro.,Show me your work.
Vorrei parlarne ora.,I'd like to talk about it now.
È il sistema.,That's the system.
Benvenuto in Australia.,Welcome to Australia.
Vada a prendergli una coperta.,Go get him a blanket.
Non è insolito?,Isn't that unusual?
Lei fa rumore.,She makes noise.
Che diavolo stai facendo qui dentro?,What the hell are you doing in here?
È stato visto entrare nella stanza.,He was seen to enter the room.
Non lo aveva mai visto ridere.,She had never seen him laugh.
Ero un uomo felice.,I was a happy man.
Tom ha paura del cane del suo vicino.,Tom is afraid of his neighbor's dog.
Ci siamo persi nelle strade.,We got lost in the streets.
La vita è soltanto un gioco.,Life is just a game.
Tom deve venire.,Tom has to come.
Stavamo provando ad aiutarlo.,We were trying to help him.
"Ha urlato: ""Aiuto!""","He cried: ""Help!"""
Non mentite. Siate onesti.,Don't tell a lie. Be honest.
