word,translation
El perro duerme debajo de la mesa.,The dog is sleeping under the table.
Entonces no nos conocíamos.,We didn't know each other at the time.
"No lo odio, simplemente lo detesto.","I don't hate it, I simply loathe it."
Sé lo que están mirando los niños.,I know what the children are looking at.
¿Has tratado de bucear alguna vez?,Have you ever tried scuba diving?
Es tu deber terminar el trabajo.,It's your duty to finish the job.
Es un buen tipo.,He's a good bloke.
Él apoyó la escalera contra la cerca.,He placed the ladder against the fence.
A ella no le dan miedo las serpientes.,She isn't afraid of snakes.
Mary quiere que la gente la compadezca.,Mary wants people to pity her.
Él aparentaba ser doctor.,He pretended to be a doctor.
Realmente tengo que ir.,I really have to go.
Ella envolvió algunos regalos en papel.,She wrapped some gifts in paper.
El español es hablado en México.,Spanish is spoken in Mexico.
¿Por qué está usted en este barco?,Why are you on this ship?
La Cenicienta perdió un zapato mientras corría.,Cinderella lost a shoe as she ran.
El telón se levantó.,The curtain rose.
Mamá nos trajo un perrito.,Mother bought us a puppy.
Dime claramente cuáles son tus intenciones.,Clearly tell me what your intentions are.
Incluso las cabras tienen barba.,Even goats have beards.
Ella le dijo que parara.,She told him to stop.
Busco un trabajo de medio tiempo.,I'm looking for a part-time job.
Dame un momento.,Excuse me for a moment.
Mi propuesta fue rechazada.,They rejected my proposal.
Yo estaba en el colegio.,I was at school.
Estás bebiendo leche.,You are drinking milk.
Él tiene nueva novia.,He has a new girlfriend.
El restaurante no prepara almuerzos.,The restaurant doesn't do lunch.
¿Este diamante es auténtico?,Is this diamond real?
¿Eres bueno para las matemáticas?,Are you good at mathematics?
Necesito una camisa limpia.,I need a clean shirt.
¿Hay alguna parada de autobús por aquí cerca?,Is there a bus stop nearby?
Es mi boca.,It is my mouth.
"Si miras aquí, lo verás.","If you look here, you'll see it."
¿Le tiene miedo a su mamá?,Is she afraid of her mom?
No gastes saliva con Tom.,Don't waste your breath on Tom.
Tom acompañará a los cantantes.,Tom will accompany the singers.
No entiendo cómo funciona esto.,I don't understand how this works.
¿Qué le hizo cambiar de idea?,What made him change his mind?
Se vive sólo una vez en el mundo.,One lives but once in the world.
Me ayudó a hacer mis deberes.,He helped me do my homework.
Soy judía estadounidense.,I'm an American Jew.
"Por favor, quítate los zapatos.",Please take off your shoes.
«¡Te has acostado con ella!» «No es cierto.»,"You slept with her! ""I did not."""
No soy un experto.,I'm no expert.
No puedes manejar ahora. Has estado tomando.,You can't drive now. You've been drinking.
Él se sentó con las piernas cruzadas.,He sat with his legs crossed.
Debes seguir despierto.,You have to stay awake.
Finalmente conocí a la mujer adecuada.,I finally met the right woman.
"Él es un tonto, sin duda.","He is a fool, and no mistake."
La muerte busca a su presa.,Death is seeking for his prey.
Vamos a ver qué pasa.,Let's play it by ear.
Esta situación parece ser un círculo vicioso.,This situation seems to be a vicious circle.
No puedo dejar de pensar en mi novia.,I can't stop thinking about my girlfriend.
Ella habló de paz.,She spoke of peace.
Mis padres se quieren divorciar.,My parents want to divorce.
¿Quieres algún caramelo?,Do you want some candy?
"Eres nuevo por aquí, ¿verdad?","You're new around here, aren't you?"
Piensa en el día de pago.,Think about pay day.
Se por qué está haciendo eso Tom.,I know why Tom is doing that.
Recibimos y compartimos.,We receive and share.
Hizo varias correcciones.,He made several corrections.
Pensé que me ibas a matar.,I thought you were going to kill me.
Tomemos un taxi.,Let's take a taxi.
Tom se quedó dormido mientras leía.,Tom fell asleep while reading a book.
Puedes decir lo que quieras.,You can say whatever you want to.
Te tienes que calmar primero.,You need to calm down first.
Él fue allí para aprender inglés.,He went there to learn English.
Es un buen hombre.,He's a good guy.
¿Está Tom a bordo de ese barco?,Is Tom aboard that ship?
El pescado es bueno para vos.,Fish is good for you.
Me levanta el apetito.,It looks appetizing.
La cesta está llena de botellas.,The basket is full of bottles.
Ayer ayudé a mi padre.,I helped my father yesterday.
El pueblo americano eligió al Sr. Clinton presidente.,The American people elected Mr. Clinton President.
Quiero ir a esquiar con ella.,I want to go skiing with her.
A la juventud le agradan sus libros.,Young people like his books.
¿Has encontrado algunas armas?,Have you found any weapons?
Tom llamó un taxi para mí.,Tom called a taxi for me.
Compré tijeras nuevas.,I bought new scissors.
No ha venido todavía.,She hasn't come yet.
Imagino que no estamos invitados.,I guess we're not invited.
No me interesa lo que diga la gente.,I don't care what people say.
Estas llaves no son mías.,These keys are not mine.
Se dedicó a leer libros.,He devoted himself to reading books.
Esta ciudad es fría y solitaria sin ti.,This city is cold and lonely without you.
He leído el informe.,I've read the report.
Por favor envíeme su foto.,Please send me your picture.
Ella se metió la llave al bolsillo.,She put the key in her pocket.
"En la atmósfera sofocante, apenas tengo aliento.","In the stifling atmosphere, I can barely breath."
Escribiste la N al revés.,You wrote the N backwards.
Augusto tenía ojos claros y brillantes.,"Augusto had clear, bright eyes."
Dijiste que no querías ir.,You said you didn't want to go.
Tenemos que ser cuidadosos.,We need to be careful.
Los calcetines y la zapatilla son nuevos.,The socks and slippers are new.
Tom no es violento.,Tom isn't violent.
Te veremos el próximo lunes.,We'll see you next Monday.
Lidia tiene el pelo liso y rubio.,Lidia has straight blonde hair.
¿Sabes por qué dejaron de hablar?,Do you know why they stopped talking?
Haga el favor de no discutir con Tom.,Please don't argue with Tom.
"¿Dónde puedo encontrar las frutas, verduras y hortalizas?",Where can I find the produce?
Eso no responde mi pregunta.,That doesn't answer my question.
Soy campeón de la nación.,I'm the national champion.
Si vamos a pie tardaremos mucho.,"If we walk, we'll be very late."
Asegúrate de tomarte este remedio antes de acostarte.,Make sure you take this medicine before sleeping.
¿Lo has hecho tú sola?,Did you make it yourself?
Es una buena pregunta.,It's a good question.
El coche es pequeño.,The car is small.
Me pregunto de quién es esto.,I wonder who this is from.
Algunos de ellos son mis amigos.,Some of them are my friends.
¿Hay bastante comida para todos?,Is there enough food for everyone?
Acabo de leer este libro.,I have just read this book.
¿Quién lo tiene?,Who has it?
Se ha puesto el sol.,The sun has gone down.
Creo que tienes que llamar a Tom.,I think you need to call Tom.
Ellos comparten las mismas creencias.,They share their same beliefs.
No tiene amigos.,He doesn't have any friends.
¿Cuál era el apellido de Tom?,What was Tom's last name?
"Sabes a lo que me refiero, ¿verdad?","You understand what I mean, don't you?"
Te tomaré algunas radiografías de los dientes.,I'll take some x-rays of your teeth.
Sé lo que hay en la caja.,I know what's in the box.
El tiempo dirá.,Time will tell.
No querían vender su coche.,They didn't want to sell their car.
Ellos las respetan a ustedes.,They respect you.
Tom lloró mucho.,Tom cried a lot.
Estuve indignado por su respuesta.,I was outraged by his answer.
"¿Puedo aparcar aquí? ""No, no puedes.""","May I park here? ""No, you can't."""
Hay algunos huevos en la caja.,There are some eggs in the box.
¡Me da igual!,I don't care!
No se puede huir de la edad.,You can't run away from age.
Si no hace tanto frío.,It's really not that cold.
Creo que Tom y Mary lo saben.,I think Tom and Mary know.
No hay nada más que pueda hacer aquí.,There's nothing more I can do here.
Hay poca esperanza de que estén vivos.,There is little hope that they are alive.
Mira esa nube de allá.,Look at the cloud over there.
¿Sabe Tom dónde vivo?,Does Tom know where I live?
Perdí la paciencia.,I lost my patience.
¿Quién tomará responsabilidad por la pérdida?,Who's taking responsibility for the loss?
Me gusta comer guisantes.,I like to eat peas.
Tom no tenía nada que agregar.,Tom had nothing to add.
Yo vivo en Hyogo.,I live in Hyogo.
Perderás el tren si no te das prisa.,You'll miss the train if you don't hurry.
No estoy viendo la televisión.,I'm not watching the TV.
Tú luces como una muñeca.,You look like a doll.
Yo no usé una linterna.,I didn't use a flashlight.
Creo que mañana lloverá.,I think tomorrow it's going to rain.
Me preguntó quién era.,He asked me who I was.
Es placentero dormir bajo el árbol.,It is pleasant to sleep under the tree.
¿Qué es Internet?,What is the Internet?
No se pierde lo que no se tiene.,He who carries nothing loses nothing.
Me cansé de esperarla.,I became weary of waiting for her.
Nuestro destino depende de vuestras decisiones.,Our fate depends on your decisions.
"Buenas tardes, ¿cómo estás?","Good evening, how are you?"
Esa estudiante es muy activa.,That student is very active.
¡Escribe frases cortas!,Write short sentences!
¿Cerraste la ventana?,Did you close the window?
¿Qué pensás del libro?,What do you think about the book?
Llamen antes de entrar.,Knock before you enter.
Tom finalmente sufrió una crisis nerviosa.,Tom finally snapped.
Tom ha subido algo de peso.,Tom has put on some weight.
Solo tengo veinte euros.,I've only got twenty euros.
Caminamos por la carretera.,We walked along the road.
Vísteme despacio que tengo prisa.,Make haste slowly.
Tom tiene planes.,Tom has plans.
No necesitas hacer deporte.,You don't need to do sports.
Tom está jugueteando con su pajarita.,Tom is fiddling with his bow tie.
El agua no está limpia.,The water is not clean.
Esta tradición pasa de padres a hijos.,This tradition passes from father to son.
¿Conoces esta expresión francesa?,Do you know this French expression?
¡Diviértase mucho estas vacaciones!,Enjoy your vacation a lot!
¿Cuántos años tiene su tío?,How old is your uncle?
Llegó al amanecer.,He came at dawn.
Tom sintió el peligro.,Tom sensed danger.
Será mejor que no discutas con Tom.,You'd better not argue with Tom.
Ahora hay que enharinar el filete.,Now we have to flour the fillet.
Avisame cuando termines.,Tell me when you're done.
Tom en realidad nunca ha estado en Boston.,Tom has actually never been to Boston.
Él no es tan ingenuo como parece.,He's not as naive as he looks.
¿El té negro es saludable?,Is black tea healthy?
"Intenté comérmelo, pero no pude.","I tried to eat it, but I couldn't."
Ella presume de cocinar bien.,She boasts that she's good at cooking.
Tom nació en octubre.,Tom was born in October.
¿No podemos romperlo?,Can't we break it?
Costó un ojo de la cara.,It cost an arm and a leg.
Recoges lo que siembras.,You reap what you sow.
Quítame las manos de encima.,Get your hands off me.
¿Debería llamarte mañana?,Should I call you tomorrow?
Sabía que te gustaría eso.,I knew you'd like that.
¡Qué me importa cuánto dura la cuarentena!,I don't care how long quarantine lasts!
"Ven, come las frutas en la cocina.","Come, eat the fruits in the kitchen."
Las inversiones en bolsa no siempre producen beneficio.,Stock investments do not always yield profit.
Tom no es racista.,Tom isn't a racist.
"Vamos, no seas tonto.","Come on, don't be silly."
Es difícil entender su teoría.,It is difficult to understand his theory.
Tom está viendo un vídeo.,Tom is watching a video.
¿Cuántos días hábiles hay este mes?,How many workdays are there this month?
Mañana voy a comprar algunos libros.,I'm going to buy some books tomorrow.
Ahora depende de mí.,Now it's up to me.
Tom tocó la bocina.,Tom beeped the horn.
Dejé de aspirar a la presidencia.,I gave up running for president.
Mi amigo canadiense más interesante es Tom.,My most interesting Canadian friend is Tom.
Ella insiste en su inocencia.,She maintains her innocence.
Ellos lo enterraron en su tumba.,They buried him in his grave.
Añade oraciones nuevas.,Add new sentences.
La máscara es verde y blanca.,The mask is green and white.
Necesito dormirme antes de la medianoche.,I need to go to sleep before midnight.
¿Dónde te reuniste con ellos?,Where did you meet them?
¿Has usado alguna vez un teclado Dvorak?,Have you ever used a Dvorak keyboard?
Ahora mismo estoy un poco ocupada.,I'm a little busy now.
Lo podéis dejar allí.,You can put it there.
Ella está ocupada en su trabajo.,She's busy with her work.
Voy a comprar un jugo.,I'm going to buy a juice.
Salí corriendo de la casa.,I ran out of the house.
No azotes a tus hijos.,Don't spank your kids.
Hiciste lo que tenías que hacer.,You did what you had to do.
¿Para qué vivo?,What do I live for?
Ella se sube arriba de la roca.,She's going up the rock.
En este libro suceden muchas coincidencias.,"In this book, lots of coincidences happen."
Cometiste un gran error.,You've made a huge mistake.
"Querías esto, ¿no?","You wanted this, didn't you?"
Hubo un gran incendio en mi vecindario.,There was a big fire in my neighborhood.
El viento es flojo.,The wind is weak.
Admití que no lo hice.,I admitted that I didn't do that.
¿Por qué está Tom mojado?,Why is Tom wet?
¿Hay vida en otros planetas?,Is there life on other planets?
El resultado fue poco significativo.,The result was of little significance.
Este cuchillo no está lo suficientemente afilado.,This knife is not sharp enough.
¿Hay algo que quieras contarnos?,Is there anything you want to tell us?
Los sueños de Tom se hicieron realidad.,Tom's dreams came true.
Te vi en televisión.,I saw you on television.
Pronto será capaz de nadar bien.,He will soon be able to swim well.
Ahorita vamos a verle.,We're going to see him right now.
Amo las fresas.,I love strawberries.
Tom escuchó que Mary consiguió un empleo.,Tom heard that Mary got a job.
¿Sabes algo de su familia?,Do you know anything about his family?
Tom abrió la puerta del coche.,Tom opened the car door.
Ella ni siquiera me conoce.,She doesn't even know me.
Tengo tanta hambre como un lobo.,I'm hungry like a wolf.
Creí que te encantaba nadar.,I thought you loved swimming.
Eso me pertenece.,That belongs to me.
Los accidentes de tráfico aumentan año tras año.,Traffic accidents are increasing year by year.
No puedo dejar de jugar al Minecraft.,I can't stop playing Minecraft.
Estoy esperando un tren.,I'm waiting for a train.
Tom dejó caer la pelota.,Tom dropped the ball.
¿Me puede dar una bolsa por favor?,"Could you give me a bag, please?"
Gracias por su explicación.,Thanks for your explanation.
Le gusta la química.,She likes chemistry.
"¡Y de hecho, fue sencillo!","And actually, it was simple!"
No es mi jefe.,He's not my boss.
Podría ponerse feo.,It could get ugly.
Tiene un perfecto dominio del inglés.,He has a perfect command of English.
Un muro separa las dos secciones.,A wall separates the two sections.
La máquina genera mucha electricidad.,The machine generates a lot of electricity.
¿Qué quieres hacer en Boston?,What do you want to do in Boston?
Stalin era un monstruo.,Stalin was a monster.
¿De qué tamaño es vuestro jardín?,How big is your garden?
"¡Sonríe ahora, llora después!","Smile now, cry later!"
¿Qué es una jungla?,What's a jungle?
Él está de acuerdo con mi opinión.,He is in sympathy with my opinion.
Raramente van allí.,They rarely go there.
"Tom, apúrate. ""¡Ya voy!""","Tom, hurry up. ""I'm coming!"""
Siempre se está riendo.,He is always laughing.
Este gas apesta.,This gas stinks.
No te voy a morder.,I won't bite you.
No puedo permitir eso.,I can't allow that.
Tum puso en venta su auto.,Tom has put his car up for sale.
Quiero casarme con Martyna.,I want to marry Martyna.
Tom necesita aprender más acerca de ese problema.,Tom needs to learn more about that problem.
¿Habrá guerra civil?,Will there be a civil war?
Nos han saboteado.,We've been sabotaged.
Los barcos pesqueros partieron del puerto.,The fishing boats left harbour.
Hoy es el cumpleaños de mi hija.,Today's my daughter's birthday.
Cómo hacerlo depende de vosotros.,How you do that is up to you.
La oí cantando en su cuarto.,I heard her singing in her room.
Yo solía ser la novia de Tom.,I used to be Tom's girlfriend.
Ella le contó todo acerca de su niñez.,She told him all about her childhood.
Hasta ahora solo lo han hecho tres países.,So far only three countries have done it.
Ese es un gran número.,That's a big number.
Ella se educó en los Estados Unidos.,She was educated in the United States.
Puede que no hayan ganado el partido.,Maybe they hadn’t won the game.
Tom y Mary no tienen hijos.,Tom and Mary have no children.
Ellos tienen plena confianza en su líder.,They have full confidence in their leader.
Aprecio tu ayuda.,I appreciate your help.
Este vestido le queda muy bien.,This dress looks really good on her.
Yo sé que ella es bonita.,I know that she is beautiful.
Él trabaja por la noche.,He works at night.
Veinte años es un largo tiempo.,Twenty years is a long time.
No os tengo miedo.,I'm not afraid of you.
"Si vas a manejar, no bebas.","If you're going to drive, don't drink."
Estoy harto de hacer eso.,I'm sick of doing that.
Tom te está dando una segunda oportunidad.,Tom is giving you a second chance.
¿Por qué está llorando?,Why are you crying?
Ella es un monstruo.,She’s such a monster.
¿Por qué Tom abrazaría a María?,Why would Tom hug Mary?
Depende de ti.,It is up to you.
Tom es la persona que he estado buscando.,Tom is the person I've been looking for.
Estuve sentado allí.,I was sitting there.
Tom estaba intentando escapar.,Tom was trying to escape.
Estoy decorando mi dormitorio con símbolos bereberes.,I am decorating my room with Berber symbols.
Me alegra no poder ir.,I'm glad that I can't go.
No te enfades por lo que dice.,Don't be angry at his words.
¿Cómo osa quejarse?,How dare he complain?
Van a casarse el mes próximo.,They will get married next month.
María estaba despierta.,Mary was awake.
Esta tela es bastante lisa y sedosa.,This cloth is really smooth and silky.
Perro que ladra no muerde.,Dogs that bark don't bite.
Es una pena que él no pueda venir.,It is a pity that he can't come.
¿Puedes ayudarme con mi problema?,Can you help me out of my trouble?
"Tomen unas galletas, por favor.",Please help yourselves to some cookies.
Probé una sopa a base de camarones.,I tried a shrimp-based soup.
¿Dónde se pone este libro?,Where does this book go?
"Juega rápido, pierde rápido.","Play fast, lose fast."
No quiero que ella se enoje.,I don't want her to be angry.
Martes es el segundo día de la semana.,Tuesday is the second day of the week.
Puedes ponerla ahí.,You can put it there.
Le dio una corbata a su padre.,She gave her father a tie.
Está tumbado en el sofá.,He is lying on the sofa.
Ella se aburrió después de quince minutos.,She got bored after fifteen minutes.
Nunca me canso de eso.,I never get tired of that.
¿Cuál es tu desayuno favorito?,What's your favorite breakfast food?
Un zorro se acercó.,A fox came along.
Todos sonríen en la foto.,Everyone is smiling in the picture.
Desde entonces no he oído nada de ella.,I haven't heard from her since then.
Gracias por el libro.,Thanks for the book.
No soy hablante nativo.,I'm not a native speaker.
Nunca me ha ofendido.,It has never offended me.
Ella le humilló.,He was humiliated by her.
Dejó caer la copa y se rompió.,He dropped the cup and broke it.
Miroslav duerme y come en esta habitación,Miroslav sleeps and eats in this room.
Esta ropa no me queda bien.,These clothes don't fit me.
Tom besó suavemente a Mary en la mejilla.,Tom kissed Mary lightly on the cheek.
Estaremos juntos hasta el fin.,We'll be together until the end.
¿Cómo se llama este animal en japonés?,What do you call this animal in Japanese?
¿Quiénes son los enemigos de la juventud?,Who are the enemies of the youth?
¿Qué tal van las cosas?,How are things coming along?
Harry consiguió atravesar el río nadando.,Harry managed to swim across the river.
Sami mató a las mascotas de Layla.,Sami killed Layla's pets.
¿Por qué eres tan patosa?,Why are you so clumsy?
¡Todo está lleno de polvo!,Everything is covered with dust.
Puede que vuelvas.,You may return.
Usted está libre de toda responsabilidad.,You're free of all responsibility.
Esto es mentira.,This is a lie.
¿Por qué no tengo novio?,Why don't I have a boyfriend?
Las rosas son blancas.,Roses are white.
¿Mil yenes son suficientes?,Is a thousand yen enough?
¿Cuántos años lleva casado?,How long have you been married?
Deberías ser amable con los ancianos.,You should be kind to elders.
Hacé lo que Tom dice.,Do what Tom says.
Consígueme mis píldoras.,Get me my pills.
Tom no es un chico perezoso.,Tom isn't a lazy boy.
El ajedrez es un juego altamente intelectual.,Chess is a highly intellectual game.
Este tema aparece a menudo en Proust.,This subject often comes up in Proust.
Limpio el suelo con una escoba.,I clean the floor with a broom.
Todavía puedo oír tu voz.,I can still hear your voice.
Debe haber algún malentendido.,There must be some misunderstanding.
Hay un libro en mi escritorio.,There's a book on my desk.
Quiero ir a Estados Unidos algún día.,I want to go to America some day.
Tom fue arrestado por robo.,Tom was arrested for theft.
Me alegro mucho de verte.,I'm very glad to see you.
Va a requerir tiempo sustancial y recursos financieros.,It will require substantial time and financial resources.
¿Cuánto ves la televisión?,How much TV do you watch?
Mary llevaba un vestido blanco.,Mary wore a white dress.
Cuento con usted para que nos ayude.,I'm relying on you to help us.
Si no está tan helado.,It's really not that cold.
Vi la esponja en el fregador.,I saw the sponge in the sink.
¡Chale! ¡Ya perdí mi chamba!,Dang! I've lost my job!
El paciente se está recuperando a paso seguro.,The patient is steadily recovering.
Ptolomeo fue un astrónomo griego.,Ptolemy was a Greek astronomer.
Nos hicieron trabajar todo el día.,They made us work all day.
¿Creció en Boston?,Did you grow up in Boston?
A Tom no le gusta mucho el poker.,Tom doesn't like poker very much.
No soy tonto.,I'm not stupid.
El loro de mi vecino habla rumano.,My neighbor's parrot speaks Romanian.
Él me pidió que hablara más despacio.,He asked me to speak more slowly.
"Por favor, dile a Tom que llamé.",Please tell Tom that I called.
Es una perra de corazón frío.,She's a cold-hearted bitch.
Los huevos verdes son una abominación.,Green eggs are an abomination.
Tom de repente se enfermó.,Tom suddenly became sick.
Todos los huevos se echaron a perder.,All the eggs went bad.
¿Cuál fue el que más te gustó?,Which one did you like the best?
"El coche aceleró, adelantando así al camión.","The car accelerated, overtaking the lorry."
"Si tienes hambre, pues come.","If you're hungry, then eat."
Le debo un favor a Tom.,I do owe Tom a favor.
Hablemos sobre el milenarismo.,Let's talk about millenarianism.
Tom le trajo un pequeño regalo a Mary.,Tom brought Mary a small gift.
No os lo diré.,I won't tell you.
Todas las flores del jardín son amarillas.,All the flowers in the garden are yellow.
Sois demasiado perfectos.,You're too perfect.
Te doy este dinero.,I'll give you this money.
La estación está un poco lejos.,The station is pretty far.
¿Tienes un borrador para dejarme?,Do you have an eraser I could borrow?
Tom no me cree.,Tom doesn't believe me.
No sé pronunciarlo.,I don't know how to pronounce it.
Mike siempre se mantiene tranquilo.,Mike always remains calm.
Mi hermano pequeño todavía está durmiendo.,My youngest brother is still asleep.
Creo que Tom intentaría hacer esto.,I think Tom would try to do that.
Nunca se es demasiado cuidadoso.,You can never be too careful.
Yo ni siquiera sabía que tú sabías.,I didn't even know you knew.
No podía creer a mis ojos.,I couldn't believe my eyes.
Estas son las reglas.,Here are the rules.
Emily se comió una naranja.,Emily ate an orange.
Tom odia prácticamente a todos.,Tom hates practically everyone.
¿Quieres fumar un porro?,Wanna smoke a joint?
Tú eres la razón de mi vida.,You are my reason for living.
Tom se pica la nariz.,Tom picks his nose.
Está bajo la silla.,It is under the chair.
No puedo verlo.,I cannot see it.
Un taxi cuesta demasiado.,A taxi costs too much.
Ellos están viniendo por mí.,They're coming for me.
Tuvo que vender su granja por las deudas.,He had to sell the farm for debts.
Él vivió allí durante toda su vida.,He's lived there all his life.
No te haré ningún daño.,I won't do you any harm.
Estoy viviendo en Volgogrado.,I am living in Volgograd.
Un diccionario define palabras.,A dictionary defines words.
¿Qué queréis que escribamos?,What do you want us to write?
Ella es un honor para nuestra escuela.,She is an honor to our school.
Ziri lleva abrigo en verano.,Ziri wears a coat in summertime.
Este vino es supercaro.,This wine is extremely expensive.
Los buenos estudiantes estudian mucho.,Good students study hard.
Tom es un chaval muy mono.,Tom is a very good-looking guy.
Mi hermano murió en un accidente de tráfico.,My brother was killed in a traffic accident.
Me tragué el chicle por accidente.,I swallowed my gum by accident.
No tuvimos mucha lluvia la primavera pasada.,We didn't get much rain last spring.
Me comí unas papas fritas.,I ate some crisps.
Tengo un vaso de papel.,I have a paper tumbler.
¿Quién quiere sangre y lágrimas?,Who wants blood and tears?
No me di cuenta de qué hora era.,I didn't realize what time it was.
No tengo una hermana mayor.,I don't have an older sister.
El acabado de la mesa estaba perfecto.,The finish of the table was perfect.
Pensé que eras hispana.,I thought you were Hispanic.
Tom te va a perdonar.,Tom will forgive you.
Me siento triste todo el tiempo.,I feel sad all the time.
¿Cómo podría olvidarlo?,How could I forget?
No quiero depender de un hombre.,I don't want to depend on a man.
Lo que Tom dice tiene sentido.,What Tom says makes sense.
Ella tuvo que cuidar de su hermana.,She had to take care of her sister.
¿Llevaba algún arma?,Did she have any weapons on her?
Me estaba divirtiendo un montón.,I had loads of fun.
Tengo unas manzanas.,I have some apples.
Siempre estoy ocupado.,I'm busy all the time.
Tom estará aquí esta tarde.,Tom will be here this afternoon.
Su cachorro está limpio.,Her puppy is clean.
No podría estar más cansada.,I couldn't be any more tired.
¡Regresa! gritó él.,Come back! he shouted.
No lo siento.,I don't feel it.
Tom apreció la oferta de María.,Tom appreciated Mary's offer.
Tom echó un vistazo al menú.,Tom looked through the menu.
Tom es uno de mis amigos más cercanos.,Tom is one of my closest friends.
Sonó el timbre de la puerta.,The door bell has rung.
Tom está decorando su habitación.,Tom is decorating his room.
En África hay muchos leones.,In Africa there are many lions.
Tom perdió su confianza.,Tom lost their trust.
Mi hermanita se parece a mi mamá.,My little sister looks like my mum.
¿Dónde está el probador?,Where is the changing room?
Ponte este suéter.,Put on this sweater.
Todo lo que dice es cierto.,Everything he says is true.
No saques a relucir tus errores del pasado.,Don't dwell on your past failures.
Este libro tiene muchas historias cortas.,This book contains a lot of short stories.
Debemos aceptar la realidad.,We must accept the reality.
Voy a estar allá en diez minutos.,I'll be there in ten minutes.
Exigieron la dimisión del presidente.,They demanded that the president resign.
¿Qué te provoca ataques de asma?,What triggers your asthma attacks?
Las drogas pueden arruinar tu vida.,Drugs can ruin your life.
Te amaré hasta que me muera.,I'll love you until I die.
Nos vemos la semana que viene.,See you next week!
Gracias por esperar.,Thanks for waiting.
La pereza es el diván del diablo.,Idleness is the devil's workshop.
No pruebes mi paciencia.,Don't try my patience.
Quiero comprar este diccionario.,I want to buy this dictionary.
Tom no estaba completamente feliz con el acuerdo.,Tom wasn't completely happy with the settlement.
Ni una sola persona llegó tarde.,Not a single person arrived late.
Me quiero ir.,I want to leave.
Todavía estamos vivos.,We're still alive.
Sacaron el retrato de la pared.,The portrait was taken from the wall.
Él se sentó a mi lado.,He sat down by my side.
Acabo de enterarme de la noticia.,I've just learned the news.
Estaba cansado de hacer mis deberes.,I was tired from doing my homework.
Se permite usar diccionario bilingües.,Bilingual dictionaries are allowed.
Tom atacó a Mary.,Tom attacked Mary.
Ahora puedo hacerlo por mí mismo.,I'm now able to do that by myself.
Yo estudio en esta escuela.,I'm a student of this school.
No te dejes engañar por las apariencias.,Don't be deceived by appearances.
Este café está frío.,This coffee is cold.
Ella rara vez sale a la calle.,She seldom goes out.
Ellos gritaron tan fuerte como pudieron.,They shouted as loudly as they could.
Tengo unos ojos bonitos.,I have pretty eyes.
Haz tu trabajo y Dios hará el suyo.,Do your job and God will do His.
Mis zapatos son demasiado pequeños.,My shoes are too small.
No recuerdo lo que comí anoche.,I can't remember what I ate last night.
Mira aquella estrella fugaz.,Look at that shooting star.
Los asesiné a todos.,I murdered them all.
Ella lo hace rápido.,She does it fast.
Olvidé mi pluma.,I forgot my pen.
Mañana jugará al béisbol.,He will play baseball tomorrow.
Siempre estoy cansada.,I'm always tired.
¿Quién escribió esta burrada?,Who wrote this bullshit?
No supe de esto.,I didn't know that.
La terrible escena le hizo a Tom estremecerse.,The terrible scene made Tom shudder.
"Si Dios quiere, lo haré mañana.","God willing, I will do it tomorrow."
Ella trató en vano de complacerlo.,She tried in vain to please him.
¿Quién hizo el muñeco de nieve?,Who built the snowman?
Ella aceleró su coche.,She accelerated her car.
Le di a Tomás leche y galletas.,I gave Thomas milk and cookies.
Yo tampoco quiero estar aquí.,I don't want to be here either.
¿Es muy tarde el lunes?,Is Monday too late?
Siempre estoy cansado.,I'm always tired.
Él caminó vigorosamente delante de nosotros.,He walked vigorously ahead of us.
Me comí mi pan.,I ate my bread.
Voy a ver una película.,I'm going to watch a movie.
El semáforo en rojo significa parada.,A red traffic light means stop.
Déjame explicártelo con un diagrama.,Let me explain it with a diagram.
Tom vivía en Boston hace tres años.,Tom lived in Boston three years ago.
Ellos se comportaban extraño.,They were acting strangely.
Deseo viajar a otros países.,I wish to travel to other countries.
Mis compañeros me gustan mucho.,I really like my teammates.
Él estaba destinado a convertirse en intérprete simultáneo.,He was destined to become a simultaneous interpreter.
Esa muchacha tiene las facciones muy finas.,That girl has very delicate features.
Adecúate a tus posibilidades.,Cut your coat according to your cloth.
Yo no renuncio así nada más.,I'm no quitter.
Va a caminar.,He will walk.
No puedo desatar este nudo.,I can't untie this knot.
Tom pateó a Mary.,Tom kicked Mary.
Cantamos canciones en la hoguera de campamento.,We sang songs around the campfire.
Son un cuarto para las tres.,It's a quarter to three.
¿Le queda bien el abrigo?,Does the coat fit well?
El fuego destruyó la ciudad entera.,The fire destroyed the entire city.
Esos jóvenes son independientes de sus padres.,Those young men are independent of their parents.
Las reparaciones costarán al menos veinte libras.,The repairs will cost at least 20 pounds.
¿Te acordaste de comprar el pan?,Did you remember to buy the bread?
Necesitas comer verduras todos los días.,You need to eat vegetables every day.
Tiene un cuerpo fuerte.,He has a strong body.
El polen puede provocar fuertes reacciones alérgicas.,Pollen can cause severe allergic reactions.
Me hicieron ir allí.,They made me go there.
No quiero volver a herir a Tom.,I don't want to hurt Tom again.
Debo salvarla a toda costa.,I must save her at all costs.
Nos encanta comer manzanas.,We love eating apples.
Asesinar por la espalda es de cobardes.,Backstabbing is cowardly.
Talvez tienen hambre.,Maybe they're hungry.
¿Es usted chino o japonés?,Are you Chinese or Japanese?
