word,translation
Êtes-vous absolument certaine de cela ?,Are you absolutely sure of that?
Vous devez me laisser gérer ceci.,You must let me handle this.
Il regarde votre belle poule.,He looks at your beautiful hen.
Es-tu contre le recyclage ?,Are you against recycling?
Cette chose est à toi ?,Is that thing yours?
Ils ne sauront jamais que nous sommes là.,They'll never know we're here.
Elle perdit lentement espoir.,She slowly lost hope.
Marie a passé son enfance en Afrique.,Mary spent her childhood in Africa.
J'ai un enfant.,I have one child.
Voilà ma bite.,This is my dick.
Je suis né il y a quarante ans.,I was born twoscore years ago.
De quoi veux-tu parler ?,What do you want to talk about?
Comment tu t'es fait ces croûtes ?,How did you get those scabs?
Tu manges du pain.,You eat bread.
Nettoie la fenêtre.,Clean the window.
Prêtez-lui autant d'argent qu'il en a besoin.,Lend him as much money as he needs.
"Vous, vous ne m'avez pas tout conté.",You didn't tell me everything.
Nous fîmes l'acquisition d'une table ronde.,We bought a round table.
Faisons un pacte.,Let's make a pact.
Sa chemise était tachée de sauce.,His shirt was stained with sauce.
Tu me les as rendues ?,Did you give them back to me?
Est-ce là sérieusement ce que vous pensez ?,Is that seriously what you think?
Tu as séché trop de cours.,You've skipped too many classes.
Les moutons paissaient paisiblement dans le pré.,The sheep grazed peacefully in the meadow.
"Quoi qu'il advienne, je ne changerai pas d'avis.","Come what may, I won't change my mind."
Je ne suis pas facilement offensé.,I'm not easily offended.
Le corbeau s'est envolé.,The crow flew away.
Le groupe était trop grand.,The group was too large.
C'est quelque chose de nouveau ?,Is that something new?
Stefan adorait faire des blagues au téléphone.,Stefan loved doing prank calls.
Il se trouve que c'est la vérité.,That happens to be the truth.
Je ne suis pas libre tout de suite.,I'm not available right now.
Dis-leur qu'il nous faut une ambulance.,Tell them we need an ambulance.
Tom bouge rapidement.,Tom moves quickly.
Respirez profondément !,Take a deep breath!
Je tiendrai ma promesse.,I'll keep my promise.
Il vit là ce dont il avait rêvé.,He saw there what he had dreamed about.
Il est vital que vous soyez présents.,It is vital that you be present.
Je dois les atteindre.,I've got to get to them.
Nous le vîmes à peine.,We barely saw it.
Tu devrais essayer de le voir.,You should try to see it.
Je lui donnerai un coup de fil.,I'll give him a bell.
Ziri a deviné juste.,Ziri guessed right.
J'ai choisi de vous croire.,I choose to believe you.
Il y a beaucoup à faire chaque jour.,There is a lot to do every day.
Le poivre est une épice.,Pepper is a spice.
La famille réside dans une yourte.,The family lives in a yurt.
J'ai essayé de la remonter.,I tried to cheer her up.
Je préférerais me promener.,I'd rather go for a walk.
Je n'ai pas dormi de toute la nuit.,I didn't sleep all night.
Noël tombe un dimanche cette année.,Christmas falls on Sunday this year.
Quelqu'un a-t-il un chargeur pour iPhone ?,Does anyone have a charger for an iPhone?
Je meurs de soif !,I'm dying of thirst!
Avez-vous assez de temps pour faire cela ?,Do you have enough time to do that?
Nous avons passé trois semaines à Islamabad.,We spent three weeks in Islamabad.
"Au début, les choses étaient très déroutantes.","At first, things were very confusing."
Qu'est-ce qui t'a pris ?,What's come over you?
Serais-tu davantage contenté si je restais ?,Would you be happier if I stayed?
Nous n'attraperons jamais Tom.,We'll never catch Tom.
Je viens juste de signer le contrat.,I just signed the contract.
"La guerre, c'est mal.",War is bad.
Tu as l'air resplendissante.,You look fabulous.
Nous sommes toujours méprisés.,We are always scorned.
Dis-moi ce que t'en sais.,Tell me what you know about it.
J'ai songé que je pourrais vous trouver ici.,I figured I might find you here.
Comment as-tu répondu à Tom ?,How did you answer Tom?
Ziri a frappé Rima.,Ziri hit Rima.
Marie a été arrêtée pour vol à l'étalage.,Mary was arrested for shoplifting.
Mange toute ton assiette.,Eat everything on your plate.
Il devint adulte.,He became an adult.
La fête a eu lieu le vingt-deux mai.,The party was held on May 22nd.
Tu es née où ?,Where were you born?
Je n'ai pas réalisé que tu étais éveillé.,I didn't realize you were awake.
J'en serai toujours capable ?,Will I still be able to do it?
Tom a-t-il laissé un message ?,Did Tom leave a message?
Voici l'argent que je te dois.,Here's the money I owe you.
Je n'ai rien bougé.,I didn't move a thing.
Ne vous l'avais-je pas dit ?,Didn't I tell you so?
Cela ne te suffit pas ?,Isn't it enough for you?
Skura est une activiste de genre.,Skura is a gender activist.
Elle veut étendre la zone non-fumeurs.,She wants to extend the no-smoking area.
Reviens à toi !,Snap out of it!
Tom n'avait pas très faim.,Tom wasn't very hungry.
Le processus est complètement automatisé.,The process is totally automated.
Il était en train d'écrire une lettre.,He had been writing a letter.
Il brassait de la bière.,He brewed beer.
Tom trouva une vieille carte.,Tom found an old map.
Prends les vêtements et va les laver.,Take the clothes and go wash them.
L'as-tu invité ?,Did you invite him?
Tom ne vit pas encore à Boston.,Tom doesn't live in Boston yet.
Elles continuent à appeler.,They are continuing to call.
"Le problème, ce n'est pas moi.",I'm not the problem.
Je n'urine pas beaucoup.,I do not urinate much.
Je me mis sur la pointe des pieds.,I stood on my tiptoes.
Mes enfants sont adultes maintenant.,My children are adults now.
Je me suis assise près d'elle.,I sat down next to her.
Je vous l’avais dit.,I told you.
Tom a eu une augmentation de salaire.,Tom got a raise.
Tom ne veut pas décourager Marie.,Tom doesn't want to discourage Mary.
J'ai honte d'avoir fait cela.,I'm ashamed that I did that.
Tom prit un des sandwiches.,Tom took one of the sandwiches.
Nous avons toutes chanté à l'unisson.,We all sang in unison.
Quelque chose vient de me traverser l'esprit.,Something just occurred to me.
"Nous ne voulons pas cela, n'est-ce pas ?","We don't want that, do we?"
Nous regardons tout le temps la télévision.,We watch telly all the time.
Quel est votre bien le plus précieux ?,What's your most valuable possession?
Le fantôme n'a pas de tête.,The ghost has no head.
"Aidez Tom, s'il vous plaît.",Please help Tom.
Ce livre va sur l'étagère supérieure.,This book goes on the top shelf.
Je serai dans le grenier.,I'll be in the attic.
Il n'a pas la capacité d'être président.,He doesn't have the capacity to be president.
Je n'aime pas dire du mal des autres.,I don't like to speak ill of others.
Je ne vais pas me mouiller.,I’m not getting wet.
C'est mal de tricher aux jeux de cartes.,It is wrong to cheat at cards.
La guerre civile est le règne du crime.,Civil war is the reign of crime.
Est-ce que je peux monter avec toi ?,Can I ride with you?
J'ai vu une lumière lointaine.,I saw a light far away.
Ça commence à avoir de la gueule.,It is starting to look pretty cool.
Elles vont faire des emplettes.,They go shopping.
Le chauffeur du bus était ivre.,The bus driver was drunk.
Tom a un autre chien.,Tom has another dog.
Je voulais rentrer chez moi.,I wanted to go home.
Je déteste voir sa photo.,I dislike seeing her picture.
Tu as une voiture.,You have a car.
Il n'a pas pu le réparer.,He couldn't mend it.
Je suis content que tu sois venu aujourd'hui.,I'm glad you came today.
Je suis maintenant habituée au port du masque.,I'm now used to wearing a mask.
As-tu autre chose à ajouter ?,Do you have anything else to add?
C'est une personnalité mondaine.,She's a socialite.
Nous sommes enfin là.,We're finally here.
Je ne dois rien à personne.,I don't owe anyone anything.
Un homme sage tire profit de ses erreurs.,A wise man profits from his mistakes.
Tom va toujours à Boston pour Noël.,Tom always goes to Boston for Christmas.
Fais un tonneau.,Do a barrel roll.
Me ferez-vous savoir quand il viendra ?,Will you let me know when he comes?
Nous avons commandé des nouveaux livres de l'étranger.,We ordered some new books from abroad.
Tu ne m'as pas encore dit ton nom.,You haven't told me your name yet.
C'est le stylo que j'ai perdu hier.,This is the pen that I lost yesterday.
J'ai trouvé la clé.,I've found the key.
Certains professeurs épluchent des patates en enseignant.,Some teachers peel potatoes while teaching.
"Perso, je pense que c'est un bobard.","Personally, I think this is a lie."
Tom et Mary ont découvert quelque chose d'incroyable.,Tom and Mary discovered something amazing.
Tom a congédié sa secrétaire.,Tom fired his secretary.
Donne-lui une chance.,Give her a chance.
Tu laisseras un message ?,Will you leave a message?
Te rappelles-tu m'avoir vu auparavant ?,Do you remember seeing me before?
Donne-moi ce balai.,Hand me that broom.
Ça s'est déjà vu.,It's not unheard of.
J'aimerais améliorer ma prononciation de l'anglais.,I would like to improve my English pronunciation.
Il n'a pas fermé l'œil.,He did not sleep a wink.
Mary a de longs cheveux brillants.,"Mary has long, shiny hair."
Ils n'avaient plus de provisions de bouffe.,Their supply of grub was gone.
Comment êtes-vous devenues si bonnes en français ?,How did you get so good at French?
Vous n'êtes pas sérieux !,You cannot be serious!
Tu nages au Québec.,You swim in Québec.
Est-ce que tu m'évites ?,Are you avoiding me?
C'est difficilement envisageable.,That's hardly an option.
Tom a promis qu'il ne referait plus cela.,Tom has promised he won't do that anymore.
Tom ne mentait jamais.,Tom never lied.
Quel âge a ta femme ?,How old is your wife?
Mon fils adore lire des B.D. d’aventure.,My son loves reading adventure comics.
Le pouvoir et l'argent sont inséparables.,Power and money are inseparable.
Pourquoi ne pas vous ranger ?,Why don't you pull over?
"Oui, et donc ?","Yeah, so what?"
Elle s'intéresse aux prophéties mayas antiques.,She's interested in ancient Mayan prophecies.
Tom est sous le choc.,Tom looks shocked.
Elle est nègre littéraire.,She's a ghost writer.
Elles m'ont dit qu'elles partiraient demain.,They told me they're leaving tomorrow.
Est-il arrivé ?,Has he arrived?
"Reculez, s'il vous plaît.","Step back, please."
Je respirais contre le miroir.,I blew my breath against the mirror.
On l'a appelé Horatio comme son oncle.,He was named Horatio after his uncle.
Vous êtes mon roi.,You are my king.
Espérons que Tom puisse réparer ça.,Let's hope Tom can fix this.
Je reviendrai bientôt.,I'll be back before long.
Montre-moi du respect !,Show me some respect.
Je pensais que tu avais tout calculé.,I thought you had it all figured out.
Je vais être malade.,I'm going to be sick.
Ils étaient mécontents de sa décision.,They were angered at his decision.
Nous sommes là pour de bon.,We're here for good.
Aujourd'hui est le dernier jour de janvier.,Today is the last day of January.
Une autre guerre et nous serons tous morts.,"Another war, and we all will be killed."
Elle mangea des tomates.,She ate tomatoes.
Je suis toujours furieux après elle.,I'm still mad at her.
Nous regardons la télévision chaque jour.,We watch TV every day.
Je saigne du nez.,My nose is bleeding.
Es-tu toujours marié ?,Are you still married?
Leur maison est très moderne.,Their house is very modern.
Tout le monde parle de toi.,Everyone's talking about you.
Êtes-vous sûre de ne pas être fatiguée ?,Are you sure you're not tired?
Aviez-vous besoin d'autre chose ?,Did you need something else?
As-tu assez de temps pour faire ça ?,Do you have enough time to do that?
Comment apprenez-vous les langues étrangères ?,How do you learn foreign languages?
La psychologie se penche sur les émotions humaines.,Psychology deals with human emotions.
Je craignais de prendre froid.,I was afraid of catching a cold.
Je m'appelle Tom. Et toi ?,My name's Tom. What's yours?
Rappelle-toi que tu peux y arriver.,Remind yourself that you can do this.
L'appartement est en feu.,The apartment is in flames.
Trouver une solution optimale n'est pas facile.,Finding an optimal solution isn't trivial.
Elle a été baptisée Marie.,She was baptized Mary.
Vous ont-ils blessé ?,Did they hurt you?
Tom avait peur de Mary.,Tom was scared of Mary.
Nous avons tout vu.,We saw everything.
J'attendrai jusqu'à demain soir.,I'll wait until tomorrow night.
J'ai déjà commandé.,I already ordered.
Il s'est arrangé pour s'échapper par la fenêtre.,He managed to escape through a window.
J'ai acheté neuf fleurs.,I bought nine flowers.
Tom est de retour.,Tom is back.
Est-ce que tu peux faire ça aujourd'hui ?,Can you do that today?
Tom adore être dehors.,Tom loves being outdoors.
Ma femme a téléphoné ?,Did my wife ring?
Le seul compagnon de Sami était son chien.,Sami's only companion was his dog.
"Adieu, l'ami !","Farewell, my friend!"
C'est un nom idiot.,That's a stupid name.
Tom est hyperémotif.,Tom is overemotional.
Vous êtes venu trop tôt.,You've come too early.
La conduite d'égout est bouchée.,The sewage pipe is obstructed.
Je ne suis pas jaloux de Tom.,I'm not jealous of Tom.
Les mots ne peuvent le décrire.,Words can't describe it.
Vous devriez déjà être rentrées chez vous.,You should've gone home already.
J'ai été en retard en cours.,I was late for class.
Elle pense tout le temps à lui.,She thinks about him all the time.
Quelle collection !,What a collection!
Est-ce que tu veux y aller maintenant ?,Do you want to go there now?
Tom avait l'air blessé.,Tom seemed hurt.
C'est une mission perdue d'avance.,This is a fool's errand.
Personne ne les écoute.,No one is listening to them.
"Comment est-ce, vivre dans ton pays ?",What is it like living in your country?
Tom ne semble s'inquiéter de rien.,Tom doesn't seem to be concerned about anything.
"En fait, nous nous sommes déjà rencontrés.","Actually, we've already met."
As-tu fait cela auparavant ?,Have you done this before?
Il va venir chez moi ce soir.,He is to come to my house tonight.
Il fait le commerce de meubles.,He deals in furniture.
Jouons à un autre jeu.,Let's play another game.
Je veux que vous me disiez la vérité.,I want the truth from you.
Je pense voir le problème.,I think I see the problem.
Vous ne serez pas prête.,You will not be ready.
"Patientez dans la file, s’il vous plaît.","Wait in the queue, please."
Ce n'est pas exagéré.,That's no exaggeration.
"Je ne l'aime pas, un point c'est tout.",I just don't like it.
Nous sommes toutes armées.,We're all armed.
Ils viennent de la même ville.,They come from the same town.
Pourquoi personne ne t'a parlé de ça ?,Why hasn't anyone told you about this?
Combien cela fait-il au total ?,How much is that all together?
Il n'a pas été jaloux.,He wasn't jealous.
Le français est intéressant.,French is interesting.
On n'y arrivera jamais à ce rythme.,We'll never make it at this rate.
Il faudrait te raser.,You need to shave.
Videz l'eau hors du seau.,Empty the water out of the bucket.
Quelle était la cause de l'accident?,What caused the accident?
Elles ont des projets.,They have plans.
Tom a l'air consterné.,Tom looks appalled.
Il a fui en France.,He ran away to France.
Toi et moi avons quelque chose en commun.,You and I have something in common.
La formule chimique de l'eau est H₂O.,The chemical formula for water is H₂O.
Vous devriez arrêter de fumer.,You should quit smoking.
Sa question l'a prise au dépourvu.,His question took her by surprise.
"Tom est encore célibataire, n'est-ce pas ?","Tom is still single, isn't he?"
La pratique rend parfait.,Practice makes perfect.
Tu viens juste de le voir.,You've just seen him.
Il part pour Tokyo demain.,He leaves for Tokyo tomorrow.
Les nouilles ont été inventées en Chine.,Noodles were invented in China.
Comment votre week-end se déroule-t-il jusqu'à présent ?,How is your weekend going so far?
"Non, je ne chante pas.","No, I'm not singing."
Donne-moi ta version des événements.,Tell me your version of the events.
C'est toi qui as cherché la bagarre.,You're the one who picked the fight.
Tu vas encore être en retard.,You're going to be late again.
J'apprécie vraiment tout ton labeur.,I really do appreciate all your hard work.
Vous venez de le rater.,You just missed it.
Il nous aidera.,He'll help us.
Quand sortira son nouveau roman ?,When will his new novel come out?
J'aimerais avoir plus confiance en moi.,I want to have more confidence.
Elle a une imagination fertile.,She has a fertile imagination.
On exprime la culture avec la langue.,Culture is expressed through language.
Elle s'est rasée la tête.,She shaved her head.
Elle est en vadrouille pour le week-end.,She's away for the weekend.
Je ne voulais pas aller nager.,I didn't want to go swimming.
Je ne savais pas que tu fumais.,I didn't know you smoked.
Que penses-tu d'eux ?,What do you think of them?
Je ne suis pas heureux.,I am not happy.
J'ai une livraison à votre intention.,I have a delivery for you.
Tu me suis.,You follow me.
Souris ! Le week-end approche.,Smile! The weekend is almost here.
Dis-moi comment tu as résolu le problème.,Tell me how you solved the problem.
C'est une guerre sans nom.,It’s an unspeakable war.
Tu n'as pas aimé cet hôtel ?,You didn't like this hotel?
Combien de cartes de Noël avez-vous envoyées ?,How many Christmas cards did you send?
Tom joue de la basse dans notre groupe.,Tom plays bass guitar in our band.
Il ne s'est rien passé d’inattendu.,Nothing unexpected happened.
Est-ce que tout le monde s'amuse ?,Is everybody having a good time?
Rien de tel ne se produira plus.,Nothing like that will happen again.
J'ai des crampes aux jambes.,I have leg cramps.
Il faut que je te parle.,I've got to talk to you.
C'était la bonne chose à faire.,It was the right thing to do.
Comment avez-vous l'intention de réparer ça ?,How do you intend to fix this?
Ceci n'a aucun sens.,This doesn't make sense.
Ouvrons une bouteille de vin.,Let's open a bottle of wine.
"S'il vous plaît, donnez-moi une tasse de lait.",Please give me a cup of milk.
Je ne peux même pas y penser.,I can't even think about it.
Pourquoi as-tu traduit cette phrase ?,Why did you translate this sentence?
Apportez-moi une serviette humide.,Bring me a damp towel.
Vous voulez voir ma chambre ?,Do you want to see my bedroom?
Faites votre choix.,Make your choice.
Elles m'ont laissé m'en aller.,They let me go.
Reste là où tu te trouves. J'arrive.,Stay where you are. I'm on my way.
Je ne veux pas vous offenser.,I don't want to offend you.
Vos blagues me manquent.,I miss your jokes.
Son père est décédé la semaine dernière.,Her father passed away last week.
Jim aime le docteur.,Jim likes the doctor.
Elle remporta une médaille d'argent.,She won a silver medal.
Use-t-on de ces gestes aux USA ?,Are these gestures used in the USA?
Ils le tiennent secret.,They're keeping it under wraps.
Les jeunes d'aujourd'hui n'écoutent pas les adultes.,Young people today do not listen to adults.
Je ne vous ai pas entendus entrer.,I didn't hear you come in.
Sa valeur a triplé.,Its value trebled.
Elle a trait la vache.,She milked the cow.
Est-ce que je peux l'essayer ?,May I try it on?
Je ne veux pas faire ça.,I don't want to do that.
Que mangent les Français au petit-déjeuner ?,What do the French eat for breakfast?
Je suis paresseuse.,I am lazy.
Combien d'heures travailles-tu normalement ?,How many hours do you normally work?
Comment sais-je que tu tiendras ta promesse ?,How do I know you'll keep your word?
Je crève d'envie d'une boisson fraîche.,I'm dying for a cold drink.
Je n'y comprenais rien.,I couldn't make head or tail of it.
James a regretté d'avoir connu Amanda.,James regretted knowing Amanda.
La femme boit l'eau.,The woman drinks the water.
Tu peux venir avec moi.,You can come with me.
Tom aime le basket-ball.,Tom likes basketball.
J'ai une faible tolérance à la douleur.,I have a low tolerance for pain.
Il a des choses à faire.,He has some things he has to do.
Ce prix est raisonnable.,This price is reasonable.
C'est mon bureau.,This is my office.
Les livres étaient classés par ordre alphabétique.,The books were ordered alphabetically.
Les examens ADN ont montré qu'il était innocent.,DNA tests showed he was innocent.
N'avez-vous pas froid ?,Don't you feel cold?
Tom est dans sa chambre.,Tom is in his room.
On doit passer la frontière.,We need to cross the border.
Étais-tu occupé ?,Were you busy?
Mon fils sait lire l'heure.,My son can read a clock.
Tom va en Russie.,Tom is going to Russia.
Il m'a reproché de ne pas être venu.,He blamed me for not coming.
Je répondrai d'ici trois jours.,I will answer within three days.
C'est carrément dangereux.,That's downright dangerous.
Il y a du givre sur la route.,There is frost on the road.
Je considère cela comme de la discrimination raciale.,I consider that racial discrimination.
Je n'ai pas l'intention d'attendre plus longtemps.,I don't intend to wait any longer.
Que serait la vie sans espoir ?,What would life be without hope?
Tom ne parle plus à Marie.,Tom doesn't talk to Mary anymore.
Les éléphants sont menacés d'extinction.,Elephants are in danger of dying out.
Je dois faire quelque chose auparavant.,I've got to do something first.
Connaissez-vous cette personne ?,Do you know that person?
Nous tombâmes d'accord sur le projet.,We agreed to the plan.
Il y avait des témoins.,There were witnesses.
Poutine vous donnera une bonne leçon.,Putin will teach you a good lesson.
L'Italie est un très beau pays.,Italy is a very beautiful country.
Partageons les profits.,Let's split the profits.
Personne ne les a crus.,Nobody believed them.
Laissez-moi réessayer !,Let me try again.
Je n'ai pas la balle.,I don't have the ball.
Prends un marteau et des clous.,Get a hammer and nails.
Une grue est un grand et bel oiseau.,"A crane is a big, beautiful bird."
Je peux faire quelque chose pour t'aider ?,Can I do something to help you?
Vous êtes une femme séduisante.,You're a looker.
Qu'est-ce qui t'embête ?,What's bugging you?
Je vais faire sécher ton T-shirt.,I will dry your T-shirt.
Une foule immense attendait.,A huge crowd of people waited.
"Tiens bon, j'arrive !","Hold on, I'm coming!"
J'aime le miel.,I like honey.
Rester à la maison était ennuyant.,Staying at home was boring.
Pensez-vous jamais à ce type ?,Do you ever think about that guy?
Quel nom allez-vous donner au bébé ?,What will you name the baby?
Quelle connasse !,What a prick!
Tu n'as aucun moyen de vérifier ceci.,You have no way to verify it.
Mon ancien employeur était si méchant avec moi.,My former employer was so mean with me.
Tom avait l'air d'avoir le cœur brisé.,Tom looked like he was heartbroken.
Il est doué en anglais.,He speaks English well.
Je sais que j'ai raison.,I know that I'm right.
As-tu déjà lu le livre ?,Have you read the book already?
Mary est très attachée à la petite fille.,Mary is very attached to the little girl.
Qui ici comprend le français ?,Who here understands French?
J'ai trouvé quelques champignons.,I found some mushrooms.
Quel âge a votre père ?,How old is your father?
Rien ne pourrait plus nous faire plaisir.,Nothing could please us more.
"Aujourd'hui, c'est la Journée Internationale de l'Amitié.",Today is the International Day of Friendship.
Il la saisit fermement.,He gripped her tightly.
Jamais ne me suis-je senti aussi bien.,Never have I felt better.
Je dois l'aider. C'est mon ami.,I have to help him. He's my friend.
Veux-tu que je rentre à la maison ?,Do you want me to go home?
Elle a accepté mon idée.,She agreed to my idea.
J'ai un mal de dents terrible.,I have a terrible toothache.
Tu vas gagner aujourd'hui.,You're going to win today.
Ce chapeau est trop petit pour moi.,This hat is too small for me.
Dan a décidé de tout risquer.,Dan decided to risk it all.
Il était jaloux de sa femme.,He was jealous of his wife.
Nous deviendrons heureux sur le long terme.,We will become happy in the long run.
Il était vraiment bon marché.,It was really cheap.
Tu veux une pastille de menthe ?,Would you like a mint?
Il a fait semblant de ne rien savoir.,He pretended not to know anything.
Aviez-vous besoin de moi ?,Did you need me?
Les hérétiques furent brûlées vives.,The heretics were burned alive.
Elle admit que j'avais raison.,She admitted that I was right.
J'ai dû renoncer.,I had to resign.
La réunion a lieu le vendredi.,The meeting is taking place on Friday.
Il a porté son sac.,He carried her bag.
Tu es tellement gentille !,You're so sweet.
Les étoiles scintillaient dans le ciel.,Stars were twinkling in the sky.
Pourquoi n'étais-je pas au courant de cela ?,Why was I not aware of this?
"Vous avez fait cela intentionnellement, n'est-ce pas ?","You did that intentionally, didn't you?"
Cette femme a une forte personnalité.,That woman has a strong personality.
J'aime les noix.,I like walnuts.
J'effectue quelques changements.,I'm making some changes.
On a dû rentrer bredouille.,We had to go back empty-handed.
Tom n'avait pas l'air très bien.,Tom didn't look very well.
Je pensais que vous seriez heureuses.,I thought you'd be happy.
C'est mon professeur.,He is my teacher.
Tom est un très bon fermier.,Tom is a very good farmer.
Nous venons de finir de manger.,We've just finished eating.
Elle a foncé prendre une douche.,She grabbed a shower.
Pourquoi ne vous êtes-vous pas enfuies ?,Why didn't you run away?
Dites-moi quelque chose que j'ignore.,Tell me something that I don't know.
Il va faire chaud.,It'll be hot.
Le ver à soie tisse un fil.,The silkworm is spinning a thread.
Diego se cacha sous son lit superposé.,Diego hid underneath his bunk bed.
Demandez Tom. C'est un de mes bons amis.,Ask Tom. He's one of my good friends.
Il a déménagé à Istanbul avec sa femme.,He moved to Istanbul with his wife.
Mon magnétophone est compatible avec ton ampli.,My tape recorder is compatible with your amplifier.
Ils ont peur de lui.,They're afraid of him.
Tom aime les enfants de Marie.,Tom loves Mary's children.
Ma tante vient à Tokyo demain.,My aunt is coming to Tokyo tomorrow.
Ne les lui donne pas.,Don't give them to her.
Je n'ai vraiment pas envie de parler.,I really don't feel like talking.
Elles jouent dans le jardin.,They're playing in the garden.
La ville est assiégée.,The city is under siege.
Il semble être heureux.,He seems to be happy.
Y arrives-tu ?,Got the hang of it?
J'ai acheté un livre.,I bought a book.
Marie est une fille rebelle.,Mary is a rebellious girl.
Il paraissait que personne n'était dans les alentours.,No one appeared to be around.
Ne jetez pas des pierres !,Don't throw rocks!
Donc que servez-vous dans votre restaurant ?,"So, what do you serve at your restaurant?"
"Mais à quoi songiez-vous, Bon Dieu ?",What the fuck were you thinking?
Tous les pommiers furent abattus.,All the apple trees were cut down.
Ziri faisait face à un grave danger.,Ziri was in a big danger.
Pourquoi veux-tu des timbres ?,Why do you want stamps?
"Évidemment, de tels arguments sont grotesques.","Obviously, such arguments are preposterous."
Ce n'est vraiment pas si lourd.,It's really not that heavy.
Je me sens plus libre que jamais.,I feel freer than ever.
"Petit à petit, le ciel se dégage.","Little by little, the sky is clearing up."
Tom est hémophile.,Tom is a hemophiliac.
Vous êtes fort grossière.,You're very rude.
Elles se sont tues.,They kept silence.
L'avez-vous dit à votre mère ?,Have you told your mom?
Les affiches ont été immédiatement retirées du mur.,The posters were immediately removed from the wall.
Je l'ai vu dans la rue.,I met him in the street.
J'ai l'intention de faire cela.,I intend to do that.
Tom s'est caché dans la penderie.,Tom hid in the closet.
La maison est peinte de blanc.,The house is painted white.
Mangez le fruit !,Eat the fruit!
Penses-tu que j'ai raison ?,Do you think I'm right?
"Je suis un Américain, un Bolivien.","I am an American, a Bolivian."
Je suis littéralement sur un tapis roulant.,I'm literally on a treadmill.
Tom la regarde sans rien dire.,Tom looks at her without saying anything.
Vous devez tout laisser.,You have to leave everything.
Apprenez l'allemand avec enthousiasme.,Learn German with enthusiasm.
Je pense que tu devrais partir.,I think you should leave.
Que puis-je vous donner en retour ?,What can I give you in return?
Avez-vous utilisé un préservatif ?,Did you use a condom?
Je pense que je vais prendre celle-ci.,I think I'll take this one.
Attendons ce que les autres diront.,Wait and see what the others say.
Vérifiez votre commande.,Check your order.
Il vous a dupé.,You were duped by him.
Tu n'es pas obligée d'être sarcastique.,You don't have to be so sarcastic.
Pensez-vous sérieusement à quitter votre emploi ?,Are you seriously thinking about quitting your job?
Nous étions tous dégoûtés.,We were all disgusted.
Personne ne vous a reconnues.,No one recognized you.
J'ai mangé de l'ananas.,I ate pineapple.
Elle me rend visite de temps en temps.,She visits me from time to time.
De quelle couleur est la pomme ?,What colour is the apple?
Tu n'es plus seul.,You're not alone anymore.
Son père mourut.,Her father died.
Je ne peux pas m'arrêter.,I can't give up.
Je n'ai pas encore été payé.,I haven't gotten paid yet.
Fais un plan.,Make a plan.
Que s'est-il passé ensuite ?,What happened next?
Cette fille te ressemble.,That girl looks like you.
J'ai des frères.,I have brothers.
Elles faisaient changer d'avis à Tom.,They changed Tom's mind.
La municipalité ne le finance pas.,The city council doesn't fund it.
Tu ne dois pas crier sur Tom.,You can't yell at Tom.
Tu peux manger tant que tu veux.,You can eat as much as you want.
Toutes ses tentatives se sont avérées infructueuses.,All his endeavors proved unsuccessful.
C'est ma belle-mère.,She's my stepmother.
Le français ne me plaît pas.,I don't like French.
L’extraction du bois est interdite.,Logging is prohibited.
Protège l'environnement !,Protect the environment!
Ses lèvres commençaient à virer au bleu.,Her lips were starting to turn blue.
Je sais combien vous avez été occupé.,I know how busy you've been.
J'aimerais que la pluie cesse.,I wish the rain would stop.
Il nie avoir fait cela.,He denies having done it.
Tu as juste besoin de changer d'air.,You just need a change of scenery.
Combien de stylos a-t-elle ?,How many pens does she have?
Est-ce là bien agir ?,Is it any good?
Pourquoi êtes-vous tout le temps si occupées ?,Why are you so busy all the time?
Elle ne joue pas très bien du piano.,She can't play piano very well.
Le médecin a examiné les patients.,The doctor examined the patients.
Je n'ai pas une voiture fiable.,I don't have a dependable car.
Il n'y a aucune raison de se plaindre.,There's no reason to complain.
Tous les autres enfants le font.,All the other kids do it.
L'Écosse est renommée pour ses tissus de laine.,Scotland is famous for its woollen textiles.
J’ai un drapeau vert.,I have a green flag.
Comment a-t-elle pu être aussi insensible ?,How could she be so callous?
Tom a une guitare.,Tom has a guitar.
J'adore la couleur de cheveux de Nicki Minaj.,I love the color of Nicki Minaj's hair.
"Tom est son vrai prénom, n'est-ce pas ?","Tom is his real name, isn't it?"
Il sait cela.,He knows that.
Tom était mort de froid.,Tom was frozen to death.
Je l'ai ramenée chez elle.,I gave her a ride home.
J'ignore ce que tu cherches.,I don't know what you're looking for.
Il a gentiment répondu à la question.,He kindly answered the question.
Comment payerons-nous désormais nos dettes ?,How will we pay our debts now?
Je sais comment faire une entrée.,I know how to make an entrance.
Tom ne laissera personne y toucher.,Tom won't let anyone touch it.
Qu'est-ce qui peut être fait ?,What can be done?
Cette rue est très bruyante.,That street is very noisy.
Pourquoi Dan s'est-il tué ?,Why did Dan commit suicide?
Lajos regardais des films.,Lajos watched movies.
Un certain monsieur Marconi veut vous voir.,A Mr. Marconi wants to see you.
Une seule répétition ne suffit pas.,One rehearsal is not enough.
"Écoute, je suis sérieux.","Look, I'm being serious."
On les a oubliés.,We forgot them.
Tu es notre ennemi ?,Are you our enemy?
Il criait de faim.,He was crying with hunger.
Vous vous êtes fait tirer dans la jambe.,You got shot in the leg.
