word,translation
آپ کو کتنی پلیٹیں چاہیے؟,How many plates do you want?
کیا تمہیں اپنے خط کا جواب ملا ہے؟,Have you had an answer?
سب کچھ جل کر راکھ ہو گیا۔,Everything was burnt to ashes.
کیا یہ میرا وہم ہے؟,Am I seeing things?
وہ بہت محنت کے ساتھ پڑھتا ہے۔,He always studies hard.
میرا یقین کرو۔,Believe you me.
میرا یقین کریں۔,Believe you me.
مجھ پر بھروسہ کرے۔,Believe you me.
تمھارے خاندان میں کتنے لوگ ہے؟,How many people are there in your family?
تمھارے خاندان میں کتنے افراد ہے؟,How many people are there in your family?
میں غلطی سے آپ کو اپنا بھائی سمجھا۔,I mistook you for your brother.
اس کا مطلب کیا ہو سکتا ہے؟,What could he mean?
کیوٹو میں کافی پرانے مندر ہے۔,There are many old temples in Kyoto.
پتہ نہیں وہ کیوں اتنی پریشان ہے۔,I wonder why she is so worried.
لگتا ہے کہ مجھے بخار ہو گیا ہے۔,Seems I have fever.
بھاگ جائو۔,Beat it.
دفعہ ہو جائو۔,Beat it.
موسم تھوڑا گرم ہو گیا۔,The weather became warm.
جیگ کو کیا ہوا ہے؟,What happened to the Jag?
کرسی کھڑکی کے پاس نہیں ہے۔,The chair is not near the window.
کرسی کھڑکی کے ساتھ نہیں ہے۔,The chair is not near the window.
مجھے لگ رہا ہے۔,I've got a feeling.
دونوں بہنیں بلکل ایک جیسی ہیں۔,The two sisters are so alike.
مجھے ایک اور گھڑی دکھائو۔,Show me another watch.
مجھے ایک اور گھڑی دکھائے۔,Show me another watch.
تم کسی وقت بھی آ سکتے ہو۔,You can come at any time.
آپ کسی وقت بھی آ سکتے ہے۔,You can come at any time.
میں بھی ہوائی جانا چاہتا ہوں۔,I'd like to go to Hawaii as well.
میں بھی ہوائی جانا چاہتی ہوں۔,I'd like to go to Hawaii as well.
پتہ نہیں وہ آئے گا کہ نہیں۔,I wonder if he will come.
پتہ نہیں وہ آئِں گے کہ نہیں۔,I wonder if he will come.
مجھے مچھلی سے الرجی ہے۔,I'm allergic to fish.
میں معذرت چاہتا ہوں۔ میں یہاں اجنبی ہوں۔,I am sorry. I am not from here.
میں معافی چاہتا ہوں۔ میں یہاں اجنبی ہوں۔,I am sorry. I am not from here.
میں نے اس کے دس ڈالر دینے ہے۔,I owe ten dollars to her.
وہ میرے دوست ہیں۔,They are my friends.
وہ میری سہلیاں ہیں۔,They are my friends.
کیا میں جلدی ٹھیک ہو جائو گا؟,Will I get well soon?
کیا میں جلدی ٹھیک ہو جائو گی؟,Will I get well soon?
تم بس دھیان رکھنا کہ یہ ٹوٹے نا۔,You must take care not to break it.
میڈم تھومس ہمیں تاریخ پڑھاتی ہے۔,Miss Thomas teaches us history.
برف پگھل رہی ہے۔,The ice is melting.
جہاز دس منٹ میں اڑ جائے گا۔,The plane takes off in ten minutes.
وہ وہاں دس گھنٹے میں پہنچ جائے گا۔,He'll get there in ten hours.
وہ وہاں دس گھنٹے میں پہنچ جائیں گے۔,He'll get there in ten hours.
میں نے بھاگنے کی کوشش کی۔,I tried to escape.
برائے مہربانی تھوڑا اونچا بولے۔,Please speak more loudly.
برائے مہربانی تھوڑا سا اونچا بولے۔,Please speak more loudly.
اونچا بولو۔,Please speak more loudly.
آواز اونچی کرو۔,Please speak more loudly.
زور سے بولو۔,Please speak more loudly.
محترمہ کینڈا اچھی تیراکی کر لیتی ہے۔,Miss Kanda can swim well.
گاڑی کا حادثہ کیسے پیش آیا؟,How did the car accident come about?
اس گھڑی کو مرمت کی ضرورت ہے۔,This watch needs to be repaired.
جلدی جواب دو۔,"Come on, answer quickly."
یہ کتا ایک آنکھ سے اندھا ہے۔,The dog is blind in one eye.
یہ کارآمد نہیں ہے۔,It's not practical.
اور اپنی کتابیں صفہ نمبر ۱۰ پہ کھولیں۔,And open your textbook at page ten.
غربت نے اسے چوری کرنے پر مجبور کیا۔,Poverty drove him to steal.
کیا تم ڈاکٹر کو بلا سکتے ہو؟,"Could you call a doctor, please?"
کیا آپ ڈاکٹر کو بلا سکتے ہے؟,"Could you call a doctor, please?"
کیا تم ڈاکٹر کو بلا سکتی ہو؟,"Could you call a doctor, please?"
کیا آپ ڈاکٹر کو بلا سکتی ہے؟,"Could you call a doctor, please?"
میں اس کے پلین سے متفک ہوں۔,I agree to his plan.
سانپ زندہ ہے یا مر گیا ہے؟,Is the snake alive or dead?
میں نے اگلے کمرے میں دیکھا۔,I looked into the next room.
میں اکیلے سفر کرنا چاہو گا۔,I would like to travel alone.
میں اکیلے سفر کرنا چاہو گی۔,I would like to travel alone.
وہ آدمی پیری مینسن ہے، ایک وکیل۔,"That man is Perry Mason, the lawyer."
مسلہ ہو جائے گا۔,There'll be a problem.
اسے ایک عجیب خواب آیا۔,He had a strange dream.
اس نے ایک عجیب خواب دیکھا۔,He had a strange dream.
میں یہاں پہلے سے ہوں۔,I'm here already!
میں دکان کے اوپر فلیٹ میں رہتا ہوں۔,I live in a flat above a shop.
میں دکان کے اوپر فلیٹ میں رہتی ہوں۔,I live in a flat above a shop.
میں اپنے خاندان کو سہارا دیتا ہوں۔,I manage to support my family.
میں اپنے خاندان کو سہارا دیتی ہوں۔,I manage to support my family.
غلطی نہ کرنا۔,Don't make a mistake.
کوئی غلطی نہ کرنا۔,Don't make a mistake.
مجھے کافی زیادہ پاسورڈس یاد دکھنے پڑتے ہے۔,I have a lot of passwords to remember.
کین خوش ہے۔,Ken is happy.
فوج کے پاس کافی اسلحہ تھا۔,The troops had plenty of arms.
میں بہت گرم ہوں۔,I'm very hot.
میں ریادہ تر ڈھیڑ سارا دودھ پیتا ہوں۔,I usually drink a lot of milk.
میں کتا رکھتا ہوں۔,I keep a dog.
مجھے صرف ایک دفعہ جانے دے۔,Let me go just once.
بیلجیم فرانس جتنا برا نہیں۔,Belgium is not as big as France.
میری ترجیح سیاہ والا ہے۔,I prefer the black one.
میں سیاہ والے کو ترجیح دوں گا۔,I prefer the black one.
میں سیاہ والے کو ترجیح دوں گی۔,I prefer the black one.
اسلام آباد پاکستان کا دارالحکومت ہے۔,Islamabad is the capital of Pakistan.
میرا نیا قلم گم گیا ہے۔,I have lost my new fountain pen.
میں نئی کار خریدنے لگا ہوں۔,I am going to buy a new car.
میں نے نئی کار خرید لی ہے۔,I bought a new car.
میں نیا طالب علم ہوں۔,I am a new student.
میں نے اسکے متعلق میں اخبار میں پڑھا۔,I read about him in the newspaper.
میں نے حادثے کے متعلق اخبار میں پڑھا۔,I read about the accident in the newspaper.
ہم باری باری سوئے۔,We slept by turns.
تم نے کبھی سنیما میں چیخ ماری ہے؟,Have you ever screamed in a movie theater?
آپ نے کبھی سنیما میں چیخ ماری ہے؟,Have you ever screamed in a movie theater?
اصل میں میں یونیورسٹی ٹیچر ہوں۔,I'm actually a university teacher.
میں جاپان دو سال پہلے آیا تھا۔,I came to Japan two years ago.
وہ اس ملک میں آتی جاتی رہتی ہے۔,She's a frequent visitor to this country.
وہ بھاگا کیوں؟,Why did he run away?
مجھے بہت بڑی درد ہو رہی ہے۔,I have a terrible pain.
میرے لئے پانی کا ایک گلاس لائیں.,Give me a glass of water.
میں نے انہیں اس کو گھیرتے ہوئے دیکھا۔,I saw them surrounding him.
اس کے انگریزی میں ۹۰ فیصد آئے ہے۔,He got 90% in English.
مجھے حیرانی نہیں ہو گی۔,It wouldn't surprise me.
میں ہل نہیں سکتا۔,I can't move.
سارے ڈبے خالی ہیں۔,All the boxes are empty.
میں فٹ بال روزانہ کھیلتا ہوں۔,I play football every day.
میں فٹ بال روزانہ کھیلتی ہوں۔,I play football every day.
میں آج کچھ اچھا محسوس نہیں کر رہا۔,I feel a little bad today.
میں آج کچھ اچھا محسوس نہیں کر رہی۔,I feel a little bad today.
اسے پتہ ہے کہ شیو کیسے کرتے ہے۔,He knows how to shave his beard.
فرانکو کے پاس نیلی جینز ہے۔,Franco has blue jeans.
آسمان میں ایک بھی بادل نہیں تھا۔,There wasn't a cloud in the sky.
آسمان میں ایک بھی بادل نہیں ہے۔,There wasn't a cloud in the sky.
تمہیں پیسے چاہیئے؟,Do you want money?
آپ کو پیسے چاہیئے؟,Do you want money?
کیا تم گرین ٹی پی رہے ہو؟,Are you drinking green tea?
کیا تم گرین ٹی پی رہی ہو؟,Are you drinking green tea?
کیا آپ گرین ٹی پی رہے ہے؟,Are you drinking green tea?
کیا آپ گرین ٹی پی رہی ہے؟,Are you drinking green tea?
کل ملتے ہیں۔,See you tomorrow!
کل ملاقات ہوتی ہے۔,See you tomorrow!
کل ملاقات ہوتی ہے پھر۔,See you tomorrow!
وہ کافی جوان دکھ رہی ہے۔,She looks young.
میں نے اسے تیرنا سکھایا۔,I taught him how to swim.
میں نے اسے تیراکی سکھائی۔,I taught him how to swim.
مستورات حضرات سے پہلے۔,Ladies before gentlemen.
پہلے عورتیں۔,Ladies before gentlemen.
اس معاملے میں تم غلط ہو۔,You're wrong in this case.
اس معاملے میں آپ غلط ہے۔,You're wrong in this case.
سوزن آج کل بہت محنت کر رہی ہے۔,Susan is working very hard these days.
سب کھائو۔,Eat everything.
سب کھا لو۔,Eat everything.
تم شاید جیتو شاید نہ جیتو۔,You may or may not win.
میں کوئی ۱ میل چلا۔,I walked about 1 mile.
ٹام کو پنیر نہیں پسند۔,Tom does not love cheese.
وہ اس کتے کا خیال نہیں رکھتے۔,They don't take care of that dog.
وہ بینچ پہ لیٹا ہوا ہے۔,He is lying on the bench.
ٹام نے پیزہ آرڈر کیا۔,Tom ordered pizza.
کتاب میری بہترین دوست ہے۔,My best friend is a book.
پتلی رہو۔,Stay thin.
پتلے رہو۔,Stay thin.
موٹی نہ ہونا۔,Stay thin.
موٹے نہ ہونا۔,Stay thin.
پڑھتے رہو۔,Keep reading.
اور پڑھو۔,Keep reading.
آگے پڑھو۔,Keep reading.
آپ کا کیا خیال ہے، ویسٹ صاحبہ؟,"What do you think, Miss West?"
ہم چائے میں چینی ڈال کے پیتے ہیں۔,We sugar our tea.
ہم چائے میں چینی ملا کے پیتے ہیں۔,We sugar our tea.
ہم چائے میں چینی ڈالتے ہیں۔,We sugar our tea.
ہم چائے میں چینی ملاتے ہیں۔,We sugar our tea.
وہ اکیلے رو رہی تھی۔,She was weeping alone.
یہ ایک معجزہ ہے۔,It's a miracle!
پیار اندھا ہوتا ہے۔,Love is by nature blind.
اس نے کہا اور کام نہیں۔,She said no more work.
عبرانی میری مادری زبان ہے۔,Hebrew is my mother tongue.
ٹونی مجھ سے بہتر انگریزی بولتا ہے۔,Toni speaks English better than me.
تمھارے پاس اتنا تجربہ نہیں ہے۔,You don't have enough experience.
اردو میری مادری زبان ہے۔,Urdu is my mother tongue.
فرانسیسی میری مادری زبان ہے۔,French is my mother tongue.
فرانسیسی اس کی مادری زبان ہے۔,French is her mother tongue.
فرانسیسی ان کی مادری زبان ہے,French is her mother tongue.
فرانسیسی ان کی مادری زبان ہیں۔,French is their mother tongue.
تمھاری مادی زبان کیا ہے؟,What is your mother tongue?
آپ کی مادی زبان کیا ہے؟,What is your mother tongue?
میری مادری زبان جاپانی ہے۔,My mother tongue is Japanese.
اردو ہماری مادری زبان ہے۔,Urdu is our mother tongue.
جاپانی ہماری مادری زبان ہے۔,Japanese is our mother tongue.
فرانسیسی ان کی مادری زبان ہے۔,French is his mother tongue.
اردو اس کی مادری زبان ہے۔,Urdu is her mother tongue.
ہسپانوی اس کی مادری زبان ہے۔,Spanish is his mother tongue.
اردو ان کی مادری زبان ہے۔,Urdu is her mother tongue.
ہسپانوی ان کی مادری زبان ہے۔,Spanish is his mother tongue.
انگریزی میری مادری زبان ہے۔,English is my mother tongue.
میری مادری زبان ہسپانوی ہے۔,My mother tongue is Spanish.
اطالوی میری مادری زبان ہے۔,Italian is my mother tongue.
انگریزی میری مادری زبان نہیں ہے۔,English is not my mother tongue.
جاپانی میری مادری زبان ہے۔,Japanese is my mother tongue.
میری مادری زبان پولش ہے۔,My mother tongue is Polish.
عربی میری مادری زبان ہے۔,Arabic is my mother tongue.
ہم ہر روز ٹیننس کھلتے ہیں.,We play tennis every day.
کیا آپ پولکے والے ہیں?,Are you a policeman?
میں ایسا دوبارہ ہرگز نہیں کرونگی.,I'll never do it again.
مجھے لگ رہا ہے کہ بخار ہے۔,I seem to have a fever.
وہ عقلمند لڑکا ہے۔,He's a smart boy.
مجھے کال مت کرنا۔,Don't call me.
زمین بارش کے بعد گیلی ہو چکی ہے۔,The ground is wet after rain.
ٹام نے مریم کو دیکھا۔,Tom saw Mary.
یہ افواہ کی صداقت کو ثابت کرتی ہے۔,It proved the truth of the rumor.
مجھے تیراکی پسند ہے۔,I like to swim.
سب کو میک پسند ہیں۔,Everyone loves Mac.
سب میک کو پسند کرتے ہیں۔,Everyone loves Mac.
میں پیرس گیا ہوا ہوں۔,I have been to Paris.
وہ سارا دن کام کوتا رہا ہے۔,He has been working all day long.
وہ پورا دن مصروف رہا ہے۔,He has been working all day long.
پہت خوب۔,Good job!
وہ ڈاکٹر نہیں ہے۔,He is not a doctor.
تم اکیلے ہو یا کسی کے ساتھ ہو؟,Are you by yourself or with someone?
ٹام فٹبال ٹیم کو لیڈ کرتا ہے۔,Tom leads the soccer team.
قصور میرا ہے۔,I'm the one to blame.
الزام مجھے دیا جائے۔,I'm the one to blame.
تم یہاں کافی مصروف لگ رہے ہو۔,You seem pretty busy here.
ٹام نے مریم کی تصویر بنائی۔,Tom painted a picture for Mary.
ہمیں جلدی سے کچھ کرنا ہوگا۔,We have to act quickly.
مجھے پتا ہے کہ تم امیر ہو۔,I know that you are rich.
مجھے پتا ہے کہ آپ امیر ہے۔,I know that you are rich.
میں جانتا ہوں کہ تم امیر ہو۔,I know that you are rich.
میں جانتا ہوں کہ آپ امیر ہے۔,I know that you are rich.
کیا وہ کالا بیگ تمہارا ہے؟,Is that black bag yours?
کیا وہ کالا بیگ آپ کا ہے؟,Is that black bag yours?
میں اور زیادہ نہیں لڑ سکتا۔,I can't fight any longer.
چھوٹے بچے زیادہ الفاظ نہیں جانتے۔,Very young children don't know many words.
نیا سال مبارک۔,Happy New Year!
تم بہت پتلی ہو۔,You are too skinny!
تم بہت پتلے ہو۔,You are too skinny!
تم سوکھی تیلی ہو۔,You are too skinny!
یوکو ایک جاپانی نام ہے۔,Yoko is a Japanese name.
لائنوں کے درمیان زیادہ فاصلہ دو۔,Leave more space between the lines.
آرام سے کام کرو۔,Work slowly.
ٹام تم سے نفرت کرتا ہے۔,Tom hates you.
ٹام آپ سے نفرت کرتا ہے۔,Tom hates you.
اس کے خیالات کو سمجھنا آسان نہیں ہے۔,It's not easy to understand his ideas.
میں گھر میں ہوں۔,I'm in the house.
میں گھر پہ ہوں۔,I'm in the house.
ڈاکٹر ابھی موجود نہیں ہے۔,The doctor is not available now.
انگریزی پوری دنیا میں پڑھای جاتی ہے۔,English is studied all over the world.
میں اپنا وزن کر رہا ہوں۔,I am weighing myself.
میں اپنا وزن کر رہی ہوں۔,I am weighing myself.
وہ اپنی بوڑھی ماں کا خیال رکھتی ہے۔,She takes care of her old mother.
وہ اپنی بوڑھی والدہ کا خیال رکھتی ہے۔,She takes care of her old mother.
ہماری زندگیاں بغیر بجلی کے کیسی ہونگی؟,What would our lives be like without electricity?
میں سائیکل چلا لوں؟,May I ride a bicycle?
ابھی ختم کیا ہے۔,Just finished it.
میں جنوبی کوریا جانا چاہو گا۔,I would like to visit South Korea.
وہ اس کی بیوی ہو گی۔,That woman must be his wife.
میں اپنی پوری کوشش کر رہا ہوں۔,I am trying my level best.
میں اپنی پوری کوشش کرتا ہوں۔,I do my best.
ہم جیتے گے۔,We'll win.
ہم انتظار کرے گے۔,We'll wait.
ہم کوشش کرے گے۔,We'll try.
ہم مدد کرے گے۔,We'll help.
ہم ناچے گے۔,We'll dance.
ہم رقص کرے گے۔,We'll dance.
ہم جیت گئے۔,We won.
ہم نے بات کی۔,We talked.
ہم ہار گئے۔,We lost.
ٹام جوان ہے۔,Tom's young.
ٹام غلط ہے۔,Tom's wrong.
ٹام بوریت کا شکار ہو رہا ہے۔,Tom's bored.
ٹام مر چکا ہے۔,Tom's dead.
ٹام بہرہ ہے۔,Tom's deaf.
ٹام مر گیا ہے۔,Tom's died.
ٹام نشہ میں ہے۔,Tom's drunk.
ٹام تیز ہے۔,Tom's fast.
ٹام موٹا ہے۔,Tom's fat.
ٹام آذاد ہے۔,Tom's free.
میں ٹام کا بچپن کا دوست ہوں۔,I'm a childhood friend of Tom's.
میں ٹام کا لنگوٹیا یار ہوں۔,I'm a childhood friend of Tom's.
مجھے چائے پسند ہے۔,I like tea.
میں یہاں رہتا ہوں۔,I live here.
میں ادھر رہتا ہوں۔,I live here.
ٹام چلا گیا ہے۔,Tom's gone.
میں اس سے پیار کرتا ہوں۔,I love her.
مجھے روک پسند ہے۔,I love rock.
مجھے تم سے پیار ہے۔,I love you.
میں تم سے محبت کرتا ہوں۔,I love you.
مجھے تمھاری ضرورت ہے۔,I need you.
مجھے آپ کی ضرورت ہے۔,I need you.
کیا یہ سفید ہے؟,Is it white?
یہ ظہرانے کا وقت ہے۔,It's lunch time.
یہ دوپہر کے کھانے کا وقت ہے۔,It's lunch time.
وہ سستا لگتا تھا۔,It looked cheap.
ٹام ادھر ہے۔,Tom's here.
ٹام گھر پہ ہے۔,Tom's home.
ٹام زخمی ہے۔,Tom's hurt.
ٹام ناراض ہے۔,Tom's mad.
ٹام صحیص ہے۔,Tom's right.
ٹام اداس یے۔,Tom's sad.
شاید برفباری ہو جائے۔,It may snow.
ٹام محفوظ ہے۔,Tom's safe.
ٹام ڈرا ہوا ہے۔,Tom's scared.
ٹام شرمیلا ہے۔,Tom's shy.
ٹام بیمار ہے۔,Tom's sick.
ٹام عقل مند ہے۔,Tom's smart.
ٹام عجیب ہے۔,Tom's strange.
ٹام طاقتور ہے۔,Tom's strong.
شاید بارش ہو جائے۔,It may rain.
مجھے تم پر بھروسہ ہے۔,I trust you.
کونسے دانت میں درد ہے؟,Which tooth hurts?
میرا ہاتھ تھامو۔,Grab my hand.
میرا ہاتھ پکڑو۔,Grab my hand.
مجھے مدد کی ضرورت ہے۔,I need help.
حوصلہ مت کھونا۔,Don't lose heart.
مایوس نہ ہونا۔,Don't lose heart.
میں نہیں ہاروں گا۔,I won't lose!
زندگی مشکل ہے۔,Life is hard.
زنگی پھولوں کا سیج نہیں۔,Life is hard.
مجھے اندر آنے دو۔,Let me in.
ٹام تھکا ہوا ہے۔,Tom's tired.
ٹام پھنسا ہوا ہے۔,Tom's trapped.
ٹام اٹھ چکا ہے۔,Tom's up.
ٹام کمزور ہے۔,Tom's weak.
ٹام ٹھیک ہے۔,Tom's well.
میں بیمار ہوں۔,I am sick.
میں چاہتا ہوں کہ تم ٹام کو ڈھونڈو۔,I want you to look for Tom.
میں ٹام اور مریم کا دوست ہوں۔,I'm a friend of Tom and Mary's.
میری اس سے ملاقات میکسیکو میں ہوئی تھی۔,I met her during my stay in Mexico.
ٹام کو شطرنج پسند نہیں ہے۔,Tom doesn't like chess.
اس کی گاڑی دو سال پرانی ہے۔,His car is two years old.
ان کی گاڑی دو سال پرانی ہے۔,His car is two years old.
اس کلاس میں کتنے لڑکے ہیں؟,How many boys are in this class?
وہ باورچی خانے میں ہے۔,It is in the kitchen.
میں دریا میں تیراکی کرنے گیا تھا۔,I went swimming in the river.
میرے چاچا نے مجھے یہ گھڑی دی تھی۔,My uncle gave me this watch.
میرے تایا نے مجھے یہ گھڑی دی تھی۔,My uncle gave me this watch.
میرے ماموں نے مجھے یہ گھڑی دی تھی۔,My uncle gave me this watch.
میرے پھپھا نے مجھے یہ گھڑی دی تھی۔,My uncle gave me this watch.
میرے خالو نے مجھے یہ گھڑی دی تھی۔,My uncle gave me this watch.
میں کل چھٹی کر ریا ہوں۔,I am taking tomorrow off.
مجھے نہیں لگتا کہ وہ مخلص ہے۔,I don't think he is sincere.
وہ گھر ایک ہفتہ بعد ہی گر گیا۔,The house fell down one week later.
یہ گھر ایک ہفتہ بعد ہی گر گیا۔,The house fell down one week later.
تمہارے سونے کا وقت ہو گیا ہے۔,It's your bedtime.
میں انکار نہ کر سکا۔,I couldn't refuse.
میں انکار نہ کر سکی۔,I couldn't refuse.
اس نے آج کیا کیا؟,What did she do today?
انہیوں نے آج کیا کیا؟,What did she do today?
تم نے پھول کہاں سے خریدے؟,Where did you buy flowers?
آپ نے پھول کہاں سے خریدے؟,Where did you buy flowers?
کیوں؟ کیا ہوا؟,Why? What's wrong?
میری پتلون بہت چھوٹی ہے۔,My pants are too short.
ٹام ہمیشہ تیز کافی پیتا ہے۔,Tom always drinks his coffee strong.
ہم عشائیہ باہر کر رہے ہیں۔,We are eating dinner outdoors.
ہم رات کا کھانا باہر کھا رہے ہیں۔,We are eating dinner outdoors.
جلدی اٹھنا صحت کے لئیے اچھا ہوتا ہے۔,Early rising is good for the health.
ایسٹر مبارک ہو!,Happy Easter!
اس نے جو کیا وہ غلط تھا۔,What he did was wrong.
تم کس کے ساتھ جا رہے ہو؟,Who are you going with?
تم کس کے ساتھ جا رہی ہو؟,Who are you going with?
آپ کس کے ساتھ جا رہے ہے؟,Who are you going with?
آپ کس کے ساتھ جا رہی ہے؟,Who are you going with?
وہ جانور بھوک سے مر گیا۔,The animal died from hunger.
موسم ہر وقت بدلتا رہتا ہے۔,Weather changes often.
ہمیں سزائے موت ختم کر دینی چاہئیے۔,We should abolish the death penalty.
مجھے ایک اور گاڑی کی ضرورت نہیں ہے۔,I don't really need another car.
میں دو گھنٹے سے زیادہ انتظار کرتا رہا۔,I waited more than two hours.
تم یہاں بیٹھ سکتے ہو۔,You may sit here.
آپ یہاں بیٹھ سکتے ہے۔,You may sit here.
انہوں نے جاپانی شہریت حاصل کرلی۔,They became citizens of Japan.
وہ کبھی کبھار امید کھو دیتا ہے۔,He sometimes loses hope.
اس کی نئ گاڑی بہت خوبصورت ہے۔,His new car is a beauty.
تم اس سے شادی نہیں کر سکتے۔,I'm afraid you can't marry her.
ٹام کی اب طبیعت کیسی ہے؟,How does Tom feel?
اپنی دائیں آستین کو اوپر چڑھائو۔,Roll up your right sleeve.
تم حقیقت پسند ہو۔,You're realistic.
آپ حقیقت پسند ہے۔,You're realistic.
بس یہ اسی طرح ہے۔,That's just the way it is.
میں اگلے ہفتے یورپ جا رہا ہوں۔,I'm going to Europe next week.
میں اگلے ہفتے یورپ جا رہی ہوں۔,I'm going to Europe next week.
اس نے اپنے کمرے میں نظر دہرائی۔,She looked about in her room.
وہ انگریزی جرمن لہجہ میں بولتا ہے۔,He speaks English with a German accent.
تمہاری امی بس آتی ہونگی۔,Your mother will be back before long.
تمہاری ماں بس راستے میں ہو گی۔,Your mother will be back before long.
مجھے تلاش مت کرنا۔,Don't look for me.
فریڈ ہمیشہ جھوٹ بولتا ہے۔,Fred is always telling lies.
مجھ سے شادی کروگی؟,Will you marry me?
مجھ سے شادی کروگے؟,Will you marry me?
ایک ہاتھ سے تالی نہیں بجتي.,You can't clap with just one hand.
مجھے نفرت ہے اُس کتاب سے۔,I hate that book.
مجھے فلمیں پسند ہے۔,I love movies.
تم یہ کتاب کیوں پھاڑ رہے ہوں؟,Why are you tearing this book?
آپ یہ کتاب کیوں پھاڑ رہے ہے؟,Why are you tearing this book?
میں اس کو ثابت کر سکتا ہوں۔,I can confirm this.
ٹام اور مریم آنا چاہتے ہیں۔,Tom and Mary want to come over.
اس نے ایک لمبی زندگی گزاری۔,He lived a long life.
فرانسیسی ڈبر روٹی بہت مزیدار یے۔,French bread is delicious.
وہ زیادہ ذہین ہے۔,They are more intelligent.
مجھے لغت لا کے دو۔,Bring me the dictionary.
یہاں لغات اور لغات ہے۔,There are dictionaries and dictionaries.
اپ کو لغت استعمال کرنا آتی ہے؟,Do you know how to use a dictionary?
کیا تم اپنی لغت ادھار دے سکتے ہو؟,Will you lend me your dictionary?
کیا آپ اپنی لغت ادھار دے سکتے ہے؟,Will you lend me your dictionary?
الفاظوں کو لغت میں ڈھونڈو۔,Look up the words in your dictionary.
میز کے اوپر پڑی پوئی لغت میری ہے۔,The dictionary on the desk is mine.
سچائی ہی جیتتی ہے.,Truth alone triumphs.
سچائی کہ ہی جیت ہوتی ہے.,Truth alone triumphs.
ايمان، اتحاد، نظم.,"Faith, unity, discipline."
میری بات کا یہ مطلب نہیں تھا .,That's not what I meant.
راجندرہ پرساد بھارت کے پہلے صدر تھے.,Rajendra Prasad was the first president of India.
مجھے انڈے پسند نہیں,I dislike eggs.
کتنی دیر آپ نے قیام کیا تھا؟,How long did you stay?
چلو یہ کرتے ہیں۔,Let's do it.
چلو اسے ازماتے ہیں۔,Let's try it.
آئیے ہم کوشش کریں!,Let's try!
میں سونے کیلئے بستر پر لیٹ چکا ہوں,I have to go to bed.
تم کیا کر رہے ہو ؟,What are you doing?
تم کیا کرتے ہو ؟,What do you do?
تم کیسے کر رہے ہو ؟,How are you doing?
آپ ٹھیک کر رہے ہیں؟,Are you doing fine?
کيسا چل رہا ہے ؟,How is it going?
آپ کیا بناتے ہو ؟,What do you make?
آپ کیسے ہو ؟,How are you?
آپ کا کیا حال ہے ؟,How are you?
تم ٹھیک ہو؟,You all right?
کیا تم ٹھیک ہو؟,Are you all right?
کیا سب کچھ ٹھیک ہے؟,Is everything OK?
سالگیرہ مبارک ہو موریال ۔,"Happy birthday, Muiriel!"
میں ابھی واپس آجاؤنگا ۔,I'll be right back.
میں جلدی داپس آجاؤنگا ۔,I'll be back soon.
میں فوراً لوٹ آؤنگا ۔,I'll return immediately.
مجھے کوئی اندازہ نہیں ہے ۔,I have no idea.
میں نہیں جانتا ۔,I don't know.
وہ مجھے نہیں معلوم ۔,I don't know that.
مجھے نہیں پتا کیا کہنا ہے ۔,I don't know what to say.
یہ کبھی ختم نہ ہوگی ۔,This is never going to end.
مجھے کیا کہنا چاہیے؟,What should I say?
مجھے ابھی نہیں پتا کیا کہنا ہے ۔,I just don't know what to say.
. میں پہاڑوں پر تھا.,I was in the mountains.
یہ ایک حالیہ تصویر ہے؟,Is it a recent picture?
تم میرا دوست ہو,You are my friend.
وہ کھیلوں میں کافی بڑی ہے۔,She is bad at sports.
پیو کم اور سو زیادہ۔,Drink less and sleep more.
ٹام اور مریم دونوں تیراکی جانتے ہیں۔,Tom and Mary both know how to swim.
میرا خیال ہے یہ ممکن ہے۔,I suppose that's possible.
مجھے پتہ ہے کہ تمہیں کافی پسند ہے۔,I know you like coffee.
میں جانتا ہوں کہ تمہیں کافی پسند ہے۔,I know you like coffee.
مجھے یہ نہیں یاد۔,I don't remember that.
اس نے میرے منہ پہ ہی جھوٹ بولا۔,He lied to my face.
تم فارغ کب ہو گے؟,When are you free?
آپ فارغ کب ہوں گے؟,When are you free?
انگریزی کے علاوہ وہ ریاضی بھی پڑھاتا ہے۔,"Apart from English, he also teaches math."
میری بائسیکل کو مرمت کی ضرورت ہے۔,My bicycle is in need of repair.
ٹام نے اسے نیچے گرا دیا۔,Tom knocked him down.
کمرے سیاہ ہے۔,The room is dark.
پاسورڈ طویل ہے۔,The password is long.
اجے غریب ہے.,Ajay is poor.
میرا باپ چین کو جا رہا ہے۔,My father is going to China.
کیا ٹائم ہے ؟,What time is it?
میں اسکول جانا نہیں چاہتا ہوں۔,I don't want to go to school.
ایسے آپ کیہ کھو گے؟,What do you call this?
میرا نام ایمیلی ہے۔,My name is Emily.
بہت سے جزیرے سمندر میں موجود ہیں۔,There are islands in the sea.
کل ہمیں اک انگریزی میل خت ملایا۔‌,I received a letter in English yesterday.
میل ویسا ادمی نہیں,I'm not that kind of guy.
سب لڑکے بھاگ گیے,All the boys ran away.
فرانس مغربی یورپ میں ہے.,France is in Western Europe.
مجھے اس کی آنکھوں میں آنسو نظر آئے۔,I saw tears in his eyes.
